Authors,Title,Abstract,Document Type,Year,Link,Source title,Paper Available,Included/Excluded,Reason,Author 1 Re-tag,Author 2,Author 2 Re-tag
Li Y.; Hu Y.; Wang Y.; He Y.; Lu H.; Gu D.,RGDroid: Detecting Android Malware with Graph Convolutional Networks against Structural Attacks,"The rapid growth of Android malware calls for anti-malware systems to detect malware automatically. Detecting malware effectively is a non-trivial problem due to the high overlap in behaviors between malware and benign apps. Most existing automated Android malware detection methods use statistic features extracted from apps or graphs generated from method calls to identify malware. However, the methods that only use statistic features lead to false positives due to ignoring program semantics. Existing graph-based approaches suffer scalability problems due to the heavy-weight program analysis and time-consuming graph matching. In addition, graph-based approaches could be evaded by modifying dependencies among method calls. As a result, crafted malicious apps resemble the benign ones.In this paper, we propose a novel deep learning-based detection system, named RGDroid, which is capable of detecting malware under graph structural attacks. It combines API information extracted from Android document and learns behavior features from function call graph by graph neural network. Specifically, to defend against graph adversarial attacks, RGDroid reduces the connectivity of different functional parts to mitigate the effect of structural modifications on the final graph embedding. To comprehensively evaluate the robustness of RGDroid, we implement four influential graph adversarial attacks to simulate current capabilities and knowledge of Android malware attackers. The attack success rate (ASR) of two state-of-the-art detection systems (i.e., MaMaDroid, MalScan) is above 70.0% while the ASR of RGDroid under the four graph attacks is below 6.1%. © 2023 IEEE.2",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160579246&doi=10.1109%2fSANER56733.2023.00065&partnerID=40&md5=ba23602805ffb5cbb8ea038f76b4a395,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023",Yes,Exclude,E1.4,"","",""
Fang Y.; Huang C.; Zeng M.; Zhao Z.; Huang C.,JStrong: Malicious JavaScript detection based on code semantic representation and graph neural network,"Web development technology has experienced significant progress. The creation of JavaScript has highly enriched the interactive ability of the client. However, the attacker uses the dynamic characteristics of the JavaScript language to embed malicious code into web pages to achieve the purpose of smuggling, redirection, and so on. Traditional methods based on static feature detection are therefore difficult to detect malicious code after confusion, and the method based on dynamic analysis is inefficient. To meet these challenges, this paper proposes a static detection model JStrong based on graph neural network. The model first generates an abstract syntax tree from the JavaScript source code, and then adds data flow and control flow information into the program dependency graph. In addition, we embed the nodes and edges of the graph into the feature vector and fully learn the features of the whole graph through the graph neural network. We take advantage of a real-world dataset collected from the top website and GitHub to evaluate JStrong and compare it to the state-of-the-art method. Experimental results show that JStrong achieves near-perfect classification performance and is superior to the state-of-the-art method. © 2022 Elsevier Ltd",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128369219&doi=10.1016%2fj.cose.2022.102715&partnerID=40&md5=4f6874e954626fa4d1fe9d83d50e7502,Computers and Security,Yes,Include,I1.1,"","",""
Jiang C.; Yin K.; Xia C.; Huang W.,FedHGCDroid: An Adaptive Multi-Dimensional Federated Learning for Privacy-Preserving Android Malware Classification,"With the popularity of Android and its open source, the Android platform has become an attractive target for hackers, and the detection and classification of malware has become a research hotspot. Existing malware classification methods rely on complex manual operation or large-volume high-quality training data. However, malware data collected by security providers contains user privacy information, such as user identity and behavior habit information. The increasing concern for user privacy poses a challenge to the current malware classification scheme. Based on this problem, we propose a new android malware classification scheme based on Federated learning, named FedHGCDroid, which classifies malware on Android clients in a privacy-protected manner. Firstly, we use a convolutional neural network and graph neural network to design a novel multi-dimensional malware classification model HGCDroid, which can effectively extract malicious behavior features to classify the malware accurately. Secondly, we introduce an FL framework to enable distributed Android clients to collaboratively train a comprehensive Android malware classification model in a privacy-preserving way. Finally, to adapt to the non-IID distribution of malware on Android clients, we propose a contribution degree-based adaptive classifier training mechanism FedAdapt to improve the adaptability of the malware classifier based on Federated learning. Comprehensive experimental studies on the Androzoo dataset (under different non-IID data settings) show that the FedHGCDroid achieves more adaptability and higher accuracy than the other state-of-the-art methods. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133730316&doi=10.3390%2fe24070919&partnerID=40&md5=8d8a25388d51d5e08cfc934e0d266e62,Entropy,Yes,Include,I2.1,"",Include,
Deldar F.; Abadi M.; Ebrahimifard M.,Android Malware Detection Using One-Class Graph Neural Networks,"With the widespread use of Android smartphones, the Android platform has become an attractive target for cybersecurity attackers and malware authors. Meanwhile, the growing emergence of zero-day malware has long been a major concern for cybersecurity researchers. This is because malware that has not been seen before often exhibits new or unknown behaviors, and there is no documented defense against it. In recent years, deep learning has become the dominant machine learning technique for malware detection and could achieve outstanding achievements. Currently, most deep malware detection techniques are supervised in nature and require training on large datasets of benign and malicious samples. However, supervised techniques usually do not perform well against zero-day malware. Semi-supervised and unsupervised deep malware detection techniques have more potential to detect previously unseen malware. In this paper, we present MalGAE, a novel end-to-end deep malware detection technique that leverages one-class graph neural networks to detect Android malware in a semi-supervised manner. MalGAE represents each Android application with an attributed function call graph (AFCG) to benefit the ability of graphs to model complex relationships between data. It builds a deep one-class classifier by training a stacked graph autoencoder with graph convolutional layers on benign AFCGs. Experimental results show that MalGAE can achieve good detection performance in terms of different evaluation measures. © 2022 ISC. All rights reserved.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154031860&doi=10.22042%2fisecure.2022.14.3.6&partnerID=40&md5=0d4621b971c75ae4eb9acdb2e0fe27ff,ISeCure,Yes,Exclude,E1.4,"","",""
Wu Y.; Shi J.; Wang P.; Zeng D.; Sun C.,DeepCatra: Learning flow- and graph-based behaviours for Android malware detection,"As Android malware grows and evolves, deep learning has been introduced into malware detection, resulting in great effectiveness. Recent work is considering hybrid models and multi-view learning. However, they use only simple features, limiting the accuracy of these approaches in practice. This study proposes DeepCatra, a multi-view learning approach for Android malware detection, whose model consists of a bidirectional LSTM (BiLSTM) and a graph neural network (GNN) as subnets. The two subnets rely on features extracted from statically computed call traces leading to critical APIs derived from public vulnerabilities. For each Android app, DeepCatra first constructs its call graph and computes call traces reaching critical APIs. Then, temporal opcode features used by the BiLSTM subnet are extracted from the call traces, while flow graph features used by the GNN subnet are constructed from all call traces and inter-component communications. We evaluate the effectiveness of DeepCatra by comparing it with several state-of-the-art detection approaches. Experimental results on over 18,000 real-world apps and prevalent malware show that DeepCatra achieves considerable improvement, for example, 2.7%–14.6% on the F1 measure, which demonstrates the feasibility of DeepCatra in practice. © 2022 The Authors. IET Information Security published by John Wiley & Sons Ltd on behalf of The Institution of Engineering and Technology.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135527542&doi=10.1049%2fise2.12082&partnerID=40&md5=3152147b39ea8e4972c073be9c38a31e,IET Information Security,Yes,Exclude,E1.4,"","",""
Lu X.; Zhao J.; Lio P.,Robust android malware detection based on subgraph network and denoising GCN network,"This paper proposes an Android malware detection model based on Android Function Call Graph (FCG) and Denoising Graph Convolutional Neural Network. This study proposes a method to simplify the FCG to reduce its size, and a new method to construct vertex feature vectors. The model uses the subgraph network to detect the underlying structural features of the FCG and discover the confusion attack. A denoising graph neural network is applied to graph convolution to reduce the impact of obfuscation attacks. © 2022 Owner/Author.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134028889&doi=10.1145%2f3498361.3538778&partnerID=40&md5=bf14b2e8235d432e08c872c73c27b69e,"MobiSys 2022 - Proceedings of the 2022 20th Annual International Conference on Mobile Systems, Applications and Services",Yes,Exclude,E1.4,"","",""
Deldar F.; Abadi M.; Ebrahimifard M.,Android Malware Detection Using Supervised Deep Graph Representation Learning,"Despite the continuous evolution and significant improvement of cybersecurity mechanisms, malware threats remain one of the most important concerns in cyberspace. Meanwhile, Android malware plays a big role in these ever-growing threats. In recent years, deep learning has become the dominant machine learning technique for malware detection and continues to make outstanding achievements. Deep graph representation learning is the task of embedding graph-structured data into a low-dimensional space using deep learning models. Recently, autoencoders have proven to be an effective way for deep representation learning. However, it is not straightforward to apply the idea of autoencoder to graph-structured data because of their irregular structure. In this paper, we present DroidMalGNN, a novel deep learning technique that combines autoencoders with graph neural networks (GNNs) to detect Android malware in an end-to-end manner. DroidMalGNN represents each Android application with an attributed function call graph (AFCG) that allows it to model complex relationships between data. For more efficiency, DroidMalGNN performs graph representation learning in a supervised manner where two autoencoders are trained with benign and malicious AFCGs separately. In this way, it generates two informative embedding vectors for each AFCG in a low-dimensional space and feeds them into a dense neural network to classify the AFCG as benign or malicious. Our experimental results show that DroidMalGNN can achieve good detection performance in terms of different evaluation measures. © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143788381&doi=10.1109%2fICCKE57176.2022.9960076&partnerID=40&md5=a99f31a7c61015064be24edcd2eed972,"2022 12th International Conference on Computer and Knowledge Engineering, ICCKE 2022",Yes,Exclude,E1.4,"","",""
Hu J.L.; Ebrahimi M.; Li W.; Li X.; Chen H.,Multi-view Representation Learning from Malware to Defend Against Adversarial Variants,"Deep learning-based adversarial malware detectors have yielded promising results in detecting never-before-seen malware executables without relying on expensive dynamic behavior analysis and sandbox. Despite their abilities, these detectors have been shown to be vulnerable to adversarial malware variants - meticulously modified, functionality-preserving versions of original malware executables generated by machine learning. Due to the nature of these adversarial modifications, these adversarial methods often use a single view of malware executables (i.e., the binary/hexadecimal view) to generate adversarial malware variants. This provides an opportunity for the defenders (i.e., malware detectors) to detect the adversarial variants by utilizing more than one view of a malware file (e.g., source code view in addition to the binary view). The rationale behind this idea is that while the adversary focuses on the binary view, certain characteristics of the malware file in the source code view remain untouched which leads to the detection of the adversarial malware variants. To capitalize on this opportunity, we propose Adversarially Robust Multiview Malware Defense (ARMD), a novel multi-view learning framework to improve the robustness of DL-based malware detectors against adversarial variants. Our experiments on three renowned open-source deep learning-based malware detectors across six common malware categories show that ARMD is able to improve the adversarial robustness by up to seven times on these malware detectors.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148453933&doi=10.1109%2fICDMW58026.2022.00066&partnerID=40&md5=857e415b9f41782fd619468754e1864c,"IEEE International Conference on Data Mining Workshops, ICDMW",Yes,Include,I2.2(E1.4),"","",""
Wang R.; Zheng J.; Shi Z.; Tan Y.,Detecting Malware Using Graph Embedding and DNN,"Nowadays, the popularity of intelligent terminals makes malwares more and more serious. Among the many features of application, the call graph can accurately express the behavior of the application. The rapid development of graph neural network in recent years provides a new solution for the malicious analysis of application using call graphs as features. However, there are still problems such as low accuracy. This paper established a large-scale data set containing more than 40,000 samples and selected the class call graph, which was extracted from the application, as the feature and used the graph embedding combined with the deep neural network to detect the malware. The experimental results show that the accuracy of the detection model proposed in this paper is 97.7%; the precision is 96.6%; the recall is 96.8%; the F1-score is 96.4%, which is better than the existing detection model based on Markov chain and graph embedding detection model.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137332194&doi=10.1109%2fICBCTIS55569.2022.00018&partnerID=40&md5=579e1c36c16f0afca4b77172abe3b7b3,"Proceedings - 2022 International Conference on Blockchain Technology and Information Security, ICBCTIS 2022",Yes,Exclude,E1.4,"",Include,Exclude
Ling X.; Wu L.; Deng W.; Qu Z.; Zhang J.; Zhang S.; Ma T.; Wang B.; Wu C.; Ji S.,MalGraph: Hierarchical Graph Neural Networks for Robust Windows Malware Detection,"With the ever-increasing malware threats, malware detection plays an indispensable role in protecting information systems. Although tremendous research efforts have been made, there are still two key challenges hindering them from being applied to accurately and robustly detect malwares. Firstly, most of them represent executables with shallow features, but ignore their semantic and structural information. Secondly, they are primarily based on representations that can be easily modified by attackers and thus cannot provide robustness against adversarial attacks. To tackle the challenges, we present MalGraph, which first represents executables with hierarchical graphs and then uses an end-to-end learning framework based on graph neural networks for malware detection. In particular, a hierarchical graph consists of a function call graph that captures the interaction semantics among different functions at the inter-function level and corresponding control-flow graphs for learning the structural semantics of each function at the intra-function level. We argue the abstraction and hierarchy nature of hierarchical graphs makes them not only easy to capture rich structural information of executables, but also be immune to adversarial attacks. Evaluations show that MalGraph not only outperforms state-of-the-art malware detection, but also exhibits stronger robustness against adversarial attacks by a large margin. © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133286884&doi=10.1109%2fINFOCOM48880.2022.9796786&partnerID=40&md5=1042ba15bbc091936aab376b6e16918e,Proceedings - IEEE INFOCOM,Yes,Exclude,E1.4,"",Include,Exclude
Lo W.W.; Layeghy S.; Sarhan M.; Gallagher M.; Portmann M.,Graph Neural Network-based Android Malware Classification with Jumping Knowledge,"This paper presents a new Android malware de-tection method based on Graph Neural Networks (GNNs) with Jumping-Knowledge (JK). Android function call graphs (FCGs) consist of a set of program functions and their inter-procedural calls. Thus, this paper proposes a GNN-based method for Android malware detection by capturing meaningful intra-procedural call path patterns. In addition, a Jumping-Knowledge technique is applied to minimize the effect of the over-smoothing problem, which is common in GNNs. The proposed method has been extensively evaluated using two benchmark datasets. The results demonstrate the superiority of our approach compared to state-of-the-art approaches in terms of key classification metrics, which demonstrates the potential of GNNs in Android malware detection and classification.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141032606&doi=10.1109%2fDSC54232.2022.9888878&partnerID=40&md5=41417c8b6bb201d6b52877c0ad4e2bdd,"5th IEEE Conference on Dependable and Secure Computing, DSC 2022 and SECSOC 2022 Workshop, PASS4IoT 2022 Workshop SICSA International Paper/Poster Competition in Cybersecurity",Yes,Exclude,E1.4,"","",""
Wu Q.; Sun P.; Hong X.; Zhu X.; Liu B.,An Android Malware Detection and Malicious Code Location Method Based on Graph Neural Network,"In recent years, enormously Android malware poses a significant threat to Android platform security. To detect malicious applications, researchers have done a lot of work, in which finding and locating malicious code segments is an important research content. In the previous research, most detection methods cannot directly locate malicious code, and some methods with the locate ability can only find some specific types of malicious operations. This paper proposed a graph convolution algorithm and weighted mechanism to find malicious nodes implied in the Android application function call graph and provided a general method for malicious code location. We analyzed the sub-graph structural differences between benign code and malicious payload in the function call graph, constructed graph convolution operation to make the nodes in the graph learn the surrounding sub-graph structure, designed the weighting mechanism to set the malicious score to every code node, and filtered out the nodes with the highest malicious score to locate the malicious code fragments. On the dataset composed of 2650 malicious and 2650 benign applications, the accuracy of malware detection is 92.6%, and the accuracy of malicious code location is between 72.6% and 88.1%, indicating that our method is accurate and efficient.  © 2021 ACM.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122617410&doi=10.1145%2f3490725.3490733&partnerID=40&md5=8404af3fcb19d228d8a890460359d164,ACM International Conference Proceeding Series,Yes,Exclude,E1.4,"","",""
Zhang C.; Zhou Q.; Huang Y.; Tang K.; Gui H.; Liu F.,Automatic Detection of Android Malware via Hybrid Graph Neural Network,"Automatic malware detection was aimed at determining whether the application is malicious or not with automated systems. Android malware attacks have gained tremendous pace owing to the widespread use of mobile devices. Although significant progress has been made in antimalware techniques, these methods mainly rely on the program features, ignoring the importance of source code analysis. Furthermore, the dynamic analysis is low code coverage and poor efficiency. Hence, we propose an automatic Android malware detection approach, named HyGNN-Mal. It analyzes the Android applications at source code level by exploiting the sequence and structure information. Meanwhile, we combine the typical static features, permissions, and APIs. In HyGNN-Mal, we utilize a deep traversal tree neural network (Deep-TNN) to process the code structure information. Particularly, we add position information to code sequence information before putting in self-attention mechanism. The evaluations conducted on multiple public datasets indicate that our method can accurately identify and classify the malicious software, and their best accuracy is 99.62% and 99.2%, respectively.  © 2022 Chunyan Zhang et al.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130644021&doi=10.1155%2f2022%2f7245403&partnerID=40&md5=d4e26e7b3858fb8d84f32a11c7387928,Wireless Communications and Mobile Computing,Yes,Exclude,E1.4,"",Include,Include
Zheng R.; Wang Q.; He J.; Fu J.; Suri G.; Jiang Z.,Cryptocurrency Mining Malware Detection Based on Behavior Pattern and Graph Neural Network,"Miner malware has been steadily increasing in recent years as the value of cryptocurrency rises, which poses a considerable threat to users' device security. Miner malware has obvious behavior patterns in order to participate in blockchain computing. However, most miner malware detection methods use raw bytes feature and sequential opcode as detection features. It is difficult for these methods to obtain better detection results due to not modeling robust features. In this paper, a miner malware identification method based on graph classification network is designed by analyzing the features of function call graph and control flow graph of miner malware, called MBGINet. MBGINet can model the behavior graph relationship of miner malware by extracting the connection features of critical nodes in the behavior graph. Finally, MBGINet transforms these node features into the feature vectors of the graph for miner malware identification. In the test experiments, datasets with different volumes are used for simulating real-world scenarios. The experimental results show that the MBGINet method achieves a leading and stable performance compared to the dedicated opcode detection method and obtains an accuracy improvement of 3.08% on the simulated in-the-wild dataset. Meanwhile, MBGINet gains an advantage over the general malware detection method Malconv. These experimental results demonstrate the superiority of the MBGINet method, which has excellent characteristics in adapting to realistic scenarios.  © 2022 Rui Zheng et al.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128269189&doi=10.1155%2f2022%2f9453797&partnerID=40&md5=fb6fdf3fb825610b598fc123cd270985,Security and Communication Networks,Yes,Include,I2.2(E1.4),"","",""
Huang W.; Jia C.; Yu M.; Li G.; Liu C.; Jiang J.,UTANSA: Static Approach for Multi-Language Malicious Web Scripts Detection,"In order to detect malicious web scripts automatically, many detection methods using static features and machine learning are proposed. However, the existing detection methods can only detect web scripts of specific programming languages. This paper proposes the unified text features and abstract syntax tree(AST) node sequence features algorithm(UTANSA) that exploits the text feature classification method and AST node classification method, together with the corresponding unified method to enhance the generalization ability of the model. Through the algorithm, two unified approaches are proposed based on text features and AST node features respectively, so that the detection model can detect multi-language web scripts. We choose scripts written in the JavaScript(JS) and PHP languages for experimentation to evaluate our approach. The results show that the detection model trained with the proposed method has a similar detection effect as trained with only JS samples or PHP samples.  © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123221977&doi=10.1109%2fISCC53001.2021.9631400&partnerID=40&md5=8ce63bb7b3e8bba312a888b84517349e,Proceedings - IEEE Symposium on Computers and Communications,Yes,Exclude,E1.1,"","",""
Zhou X.; Zhou X.,Homology Detection of Malicious Codes Based on a Fuzzy Graph Neural Network,"Malicious code detection and homology analysis has been a hot research field in malicious code analysis. The API call graph extracted from malicious code can express the behavior information of malicious code effectively, but the efficiency of malicious code analysis based on graph structure is low because of the high algorithm complexity of solving subgraph isomorphism. To solve these problems, a new method of malicious code homology detection based on a fuzzy graph neural network is proposed. First, the malicious code features are selected and summarized, then the malicious code features are extracted, and finally the malicious code features are compared. Static analysis is used to analyze malicious code, extract its API call graph, and then process the API call graph to make it match the input of the convolutional neural network. With the help of the online code analysis platform, the platform adopts a sandbox mechanism, integrates more than 90 kinds of antivirus software, and analyzes the samples uploaded by users, which can give malicious evaluations. Experimental results show that the accuracy rate of malicious code homology analysis is 93%, and the accuracy rate of malicious code detection is 96%.  © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125965944&doi=10.1109%2fIAAI54625.2021.9699879&partnerID=40&md5=7f4b0d04a5e921a8e2876efa19d4de6a,"2021 IEEE International Conference on Industrial Application of Artificial Intelligence, IAAI 2021",Yes,Exclude,"E1.3,E1.4","",Include,
Renjith G.; Aji S.,Vulnerability Analysis and Detection Using Graph Neural Networks for Android Operating System,"Android operating system approximately contains around 93 million lines of code, mainly consisting of C, C++ and Java languages. There is no strict software engineering life-cycle followed during Android software development, and hence the design flaws and vulnerabilities are largely reported. Rising security attacks targeting Android manifests the importance of early detection of vulnerabilities in Android operating system. The existing mechanisms either focus on Android Apps or short code differences of the Android framework, and hence they are less effective for Android operating system. In this work, we extracted all the officially reported publicly accessible Android Java vulnerabilities in application and framework layers from 2015 till June 2021. The extracted vulnerable and corresponding fixed (secure) code are then converted into the graphical form using different intermediate graph representations, and then graph features are extracted. Vectorization techniques are used for converting node features of the graph into numerical formats. A vulnerability detection mechanism based on Graph Neural Network is designed and achieved an F1-score of 0.92. To the best of our knowledge, this will be one of the first works for Android operating system source code vulnerability detection technique exploiting the potential of Graph Neural Networks. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122043434&doi=10.1007%2f978-3-030-92571-0_4&partnerID=40&md5=4572538ed90c4cfd6eb83138ffd7e4e1,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Yes,Include,I1.1,"",,Include
Errica F.; Iadarola G.; Martinelli F.; Mercaldo F.; Micheli A.,Robust Malware Classification via Deep Graph Networks on Call Graph Topologies,"We propose a malware classification system that is shown to be robust to some common intra-procedural obfuscation techniques. Indeed, by training the Contextual Graph Markov Model on the call graph representation of a program, we classify it using only topological information, which is unaffected by such obfuscations. In particular, we show that the structure of the call graph is sufficient to achieve good accuracy on a multi-class classification benchmark. © 2021 ESANN Intelligence and Machine Learning. All rights reserved.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126084314&doi=10.14428%2fesann%2f2021.ES2021-82&partnerID=40&md5=b4f128b93a501718cc0f334bf55a2add,"ESANN 2021  Proceedings - 29th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",Yes,Include,I2.1,"",Include,
Rozi M.F.; Ban T.; Ozawa S.; Kim S.; Takahashi T.; Inoue D.,JStrack: Enriching Malicious JavaScript Detection Based on AST Graph Analysis and Attention Mechanism,"Malicious JavaScript is one of the most common tools for attackers to exploit the vulnerability of web applications. It can carry potential risks such as spreading malware, phishing, or collecting sensitive information. Though there are numerous types of malicious JavaScript that are difficult to detect, generalizing the malicious script’s signature can help catch more complex JavaScripts that use obfuscation techniques. This paper aims at detecting malicious JavaScripts based on structure and attribute analysis of abstract syntax trees (ASTs) that capture the generalized semantic meaning of the source code. We apply a graph convolutional neural network (GCN) to process the AST features and get a graph representation via neural message passing with neighborhood aggregation. The attention layer enriches our method to track pertinent parts of scripts that may contain the signature of malicious intent. We comprehensively evaluate the performance of our proposed approach on a real-world dataset to detect malicious websites. The proposed method demonstrates promising performance in terms of detection accuracy and robustness against obfuscated samples. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121913208&doi=10.1007%2f978-3-030-92270-2_57&partnerID=40&md5=f5447afcae093e424ec42d6ba4e49536,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Yes,Include,I1.1,"","",""
Xu P.; Eckert C.; Zarras A.,Detecting and categorizing Android malware with graph neural networks,"Android is the most dominant operating system in the mobile ecosystem. As expected, this trend did not go unnoticed by miscreants, and quickly enough, it became their favorite platform for discovering new victims through malicious apps. These apps have become so sophisticated that they can bypass anti-malware measures implemented to protect the users. Therefore, it is safe to admit that traditional anti-malware techniques have become cumbersome, sparking the urge to come up with an efficient way to detect Android malware. In this paper, we present a novel Natural Language Processing (NLP) inspired Android malware detection and categorization technique based on Function Call Graph Embedding. We design a graph neural network (graph embedding) based approach to convert the whole graph structure of an Android app to a vector. We then utilize the graphs' vectors to detect and categorize the malware families. Our results reveal that graph embedding yields better results as we get 99.6% accuracy on average for the malware detection and 98.7% accuracy for the malware categorization. © 2021 Owner/Author.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105002437&doi=10.1145%2f3412841.3442080&partnerID=40&md5=e72bea33749e6b2ae33362c2b1495173,Proceedings of the ACM Symposium on Applied Computing,Yes,Exclude,E1.4,"","",""
Feng P.; Ma J.; Li T.; Ma X.; Xi N.; Lu D.,Android Malware Detection via Graph Representation Learning,"With the widespread usage of Android smartphones in our daily lives, the Android platform has become an attractive target for malware authors. There is an urgent need for developing an automatic malware detection approach to prevent the spread of malware. The low code coverage and poor efficiency of the dynamic analysis limit the large-scale deployment of malware detection methods based on dynamic features. Therefore, researchers have proposed a plethora of detection approaches based on abundant static features to provide efficient malware detection. This paper explores the direction of Android malware detection based on graph representation learning. Without complex feature graph construction, we propose a new Android malware detection approach based on lightweight static analysis via the graph neural network (GNN). Instead of directly extracting Application Programming Interface (API) call information, we further analyze the source code of Android applications to extract high-level semantic information, which increases the barrier of evading detection. Particularly, we construct approximate call graphs from function invocation relationships within an Android application to represent this application and further extract intrafunction attributes, including required permission, security level, and Smali instructions' semantic information via Word2Vec, to form the node attributes within graph structures. Then, we use the graph neural network to generate a vector representation of the application, and then malware detection is performed on this representation space. We conduct experiments on real-world application samples. The experimental results demonstrate that our approach implements high effective malware detection and outperforms state-of-the-art detection approaches.  © 2021 Pengbin Feng et al.",Article,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108460555&doi=10.1155%2f2021%2f5538841&partnerID=40&md5=3f2f66345e7c0de62657ea62064f880f,Mobile Information Systems,Yes,Exclude,E1.4,"","",""
Feng P.; Ma J.; Li T.; Ma X.; Xi N.; Lu D.,Android Malware Detection Based on Call Graph via Graph Neural Network,"With the widespread usage of Android smart-phones in our daily lives, Android platform has become an attractive target for malware authors. There is an urgent need for developing automatic malware detection approach to prevent the spread of malware. Traditional signature-based detection methods cannot handle the rapid evolution of complex malware or the emerging of new types of malware. Due to the limitation on code coverage and poor efficiency of the dynamic analysis, in this paper, we propose a new Android malware detection approach based on static analysis via graph neural network. Instead of extracting Application Programming Interface (API) call information, we further analyze the source code of Android applications to extract high-level semantic information, which increases the barrier of evading detection. Particularly, we construct approximate call graph from function invocation relationships within an Android application to represent this application, and further extract intra-function attributes, including required permission, security level and statistical instructions information, to form the node attributes within graph structures. Then, we use graph neural network (GNN) to generate a vector representation of the application, and then malware classification is performed on this representation. We conduct experiments on real-world application samples. The experimental results demonstrate that our approach implements high effective malware detection and outperforms state-of-the-art detection approaches. © 2020 IEEE.",Conference paper,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102122227&doi=10.1109%2fNaNA51271.2020.00069&partnerID=40&md5=4f77ffd5ff0f36805716c6017fdb2f7a,"Proceedings - 2020 International Conference on Networking and Network Applications, NaNA 2020",Yes,Exclude,E1.10,"",Include,
Zhao B.-L.; Liu F.-D.; Shan Z.; Chen Y.-H.; Liu J.,Graph similarity metric using graph convolutional network: Application to malware similarity match,"Nowadays, malware is a serious threat to the Internet. Traditional signature-based malware detection method can be easily evaded by code obfuscation. Therefore, many researchers use the high-level structure of malware like function call graph, which is impacted less from the obfuscation, to find the malware variants. However, existing graph match methods rely on approximate calculation, which are inefficient and the accuracy cannot be effectively guaranteed. Inspired by the successful application of graph convolutional network in node classification and graph classification, we propose a novel malware similarity metric method based on graph convolutional network. We use graph convolutional network to compute the graph embedding vectors, and then we calculate the similarity metric of two graph based on the distance between two graph embedding vectors. Experimental results on the Kaggle dataset show that our method can applied to the graph based malware similarity metric method, and the accuracy of clustering application with our method reaches to 97% with high time efficiency. © 2019 The Institute of Electronics, Information and Communication Engineers.",Article,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071951069&doi=10.1587%2ftransinf.2018EDL8259&partnerID=40&md5=194d71e093c927ae697c4fed72c642a7,IEICE Transactions on Information and Systems,Yes,Exclude,E1.4,"",Include,Exclude
