Authors,Title,Abstract,Document Type,Year,Link,Source title,Include/Exclude,Author 1 Re-tag,Author 2,Author 2 Re-tag
Jinpa T.; Gao Y.,Code Representation Learning Using Prüfer Sequences (Student Abstract),"An effective and efficient encoding of the source code of a computer program is critical to the success of sequence-to-sequence deep neural network models for code representation learning. In this study, we propose to use the Prüfer sequence of the Abstract Syntax Tree (AST) of a computer program to design a sequential representation scheme that preserves the structural information in an AST. Our representation makes it possible to develop deep-learning models in which signals carried by lexical tokens in the training examples can be exploited automatically and selectively based on their syntactic role and importance. Unlike other recently-proposed approaches, our representation is concise and lossless in terms of the structural information of the AST. Results from our experiment show that prüfersequence-based representation is indeed highly effective and efficient. Copyright © 2022, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147607636&partnerID=40&md5=fde81c806a8d45c389e74d6a5a2580b9,"Proceedings of the 36th AAAI Conference on Artificial Intelligence, AAAI 2022",Include,,,
Yang K.; Yu H.; Fan G.; Yang X.; Huang Z.,A graph sequence neural architecture for code completion with semantic structure features,"Code completion plays an important role in intelligent software development for accelerating coding efficiency. Recently, the prediction models based on deep learning have achieved good performance in code completion task. However, the existing models cannot avoid three drawbacks: (i) In the existing models, the code representation loses the information (parent–child information between nodes) and lacks many effective features (orientation between nodes). (ii) The known code structure information is not fully utilized, which will cause the model to generate completely irrelevant results. (iii) Simple sequence modeling ignores repeated patterns and structural information. Besides, previous works cannot capture the characteristics of correlation and directionality between nodes. In this paper, we propose a Code Completion approach named CC-GGNN, which is graph model based on Gated Graph Neural Networks (GGNNs) to address the problems. We introduce a new architecture to obtain the effective code features from code representation. In order to utilize the known information, we propose Classification Mechanism, which classifies the representation of the node using the known parent node and constructs training graph in the model. The experimental results show that our model outperforms the state-of-the-art methods MRR@5 at most 9.2% and ACC at most 11.4% in datasets. © 2022 John Wiley & Sons, Ltd.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122136280&doi=10.1002%2fsmr.2414&partnerID=40&md5=970b6c7fa148f561f4d2147c0e4ad322,Journal of Software: Evolution and Process,Include,,,
Zügner D.; Kirschstein T.; Catasta M.; Leskovec J.; Günnemann S.,LANGUAGE-AGNOSTIC REPRESENTATION LEARNING OF SOURCE CODE FROM STRUCTURE AND CONTEXT,"Source code (Context) and its parsed abstract syntax tree (AST; Structure) are two complementary representations of the same computer program. Traditionally, designers of machine learning models have relied predominantly either on Structure or Context. We propose a new model, which jointly learns on Context and Structure of source code. In contrast to previous approaches, our model uses only language-agnostic features, i.e., source code and features that can be computed directly from the AST. Besides obtaining state-of-the-art on monolingual code summarization on all five programming languages considered in this work, we propose the first multilingual code summarization model. We show that jointly training on non-parallel data from multiple programming languages improves results on all individual languages, where the strongest gains are on low-resource languages. Remarkably, multilingual training only from Context does not lead to the same improvements, highlighting the benefits of combining Structure and Context for representation learning on code. © 2021 ICLR 2021 - 9th International Conference on Learning Representations. All rights reserved.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149138769&partnerID=40&md5=4e233116ed104a3bb5d58e031d653e5b,ICLR 2021 - 9th International Conference on Learning Representations,Include,,Include,
Tang B.; Li B.; Bo L.; Wu X.; Cao S.; Sun X.,GrasP: Graph-to-Sequence Learning for Automated Program Repair,"Many deep learning models, for example, neural machine translation (NMT) models, have been developed for Automated Program Repair (APR). Due to the advantages of NMT model's strong generalization ability and less manual in-tervention, NMT-based methods perform well in APR. However, previous NMT-based APR approaches regard a code snippet as a sequence of tokens, which ignores the inherent structure of code. In this paper, we propose a novel end-to-end approach with Graph-to-Sequence learning, GrasP, to generate patches for buggy methods. To better represent the buggy method, we use a graph based on abstract syntax tree (AST) to represent the source code. In order to learn complex graph representation, we introduce the attention-based encoder-decoder model for graph-to-sequence learning. The empirical evaluation on the popular benchmark Defects4J shows that GrasP can generate compilable patches for 75 bugs, of which 34 patches are correct. © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146199863&doi=10.1109%2fQRS54544.2021.00091&partnerID=40&md5=6bc06b1dda865890b178f523886edc45,"IEEE International Conference on Software Quality, Reliability and Security, QRS",Include,,,
Liu L.; Nguyen H.; Karypis G.; Sengamedu S.,Universal Representation for Code,"Learning from source code usually requires a large amount of labeled data. Despite the possible scarcity of labeled data, the trained model is highly task-specific and lacks transferability to different tasks. In this work, we present effective pre-training strategies on top of a novel graph-based code representation, to produce universal representations for code. Specifically, our graph-based representation captures important semantics between code elements (e.g., control flow and data flow). We pre-train graph neural networks on the representation to extract universal code properties. The pre-trained model then enables the possibility of fine-tuning to support various downstream applications. We evaluate our model on two real-world datasets – spanning over 30M Java methods and 770K Python methods. Through visualization, we reveal discriminative properties in our universal code representation. By comparing multiple benchmarks, we demonstrate that the proposed framework achieves state-of-the-art results on method name prediction and code graph link prediction. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111035967&doi=10.1007%2f978-3-030-75768-7_2&partnerID=40&md5=4ef743435f71959828255e3974d6b29c,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Include,,,
Venkatakeerthy S.; Aggarwal R.; Jain S.; Desarkar M.S.; Upadrasta R.; Srikant Y.N.,IR2Vec: LLVM IR Based Scalable Program Embeddings,"We propose IR2VEC, a Concise and Scalable encoding infrastructure to represent programs as a distributed embedding in continuous space. This distributed embedding is obtained by combining representation learning methods with flow information to capture the syntax as well as the semantics of the input programs. As our infrastructure is based on the Intermediate Representation (IR) of the source code, obtained embeddings are both language and machine independent. The entities of the IR are modeled as relationships, and their representations are learned to form a seed embedding vocabulary. Using this infrastructure, we propose two incremental encodings: Symbolic and Flow-Aware. Symbolic encodings are obtained from the seed embedding vocabulary, and Flow-Aware encodings are obtained by augmenting the Symbolic encodings with the flow information. We show the effectiveness of our methodology on two optimization tasks (Heterogeneous device mapping and Thread coarsening). Our way of representing the programs enables us to use non-sequential models resulting in orders of magnitude of faster training time. Both the encodings generated by IR2VEC outperform the existing methods in both the tasks, even while using simple machine learning models. In particular, our results improve or match the state-of-the-art speedup in 11/14 benchmark-suites in the device mapping task across two platforms and 53/68 benchmarks in the thread coarsening task across four different platforms. When compared to the other methods, our embeddings are more scalable, is non-data-hungry, and has better Out-Of-Vocabulary (OOV) characteristics. © 2020 ACM.",Article,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098870321&doi=10.1145%2f3418463&partnerID=40&md5=a137d37f2ec0c45ad5f31e65125d6a10,ACM Transactions on Architecture and Code Optimization,Include,,,
Cvitkovic M.; Singh B.; Anandkumar A.,Open vocabulary learning on source code with a graph-structured cache,"Machine learning models that take computer program source code as input typically use Natural Language Processing (NLP) techniques. However, a major challenge is that code is written using an open, rapidly changing vocabulary due to, e.g., the coinage of new variable and method names. Reasoning over such a vocabulary is not something for which most NLP methods are designed. We introduce a Graph-Structured Cache to address this problem; this cache contains a node for each new word the model encounters with edges connecting each word to its occurrences in the code. We find that combining this graph-structured cache strategy with recent Graph-Neural-Network-based models for supervised learning on code improves the models' performance on a code completion task and a variable naming task - with over 100% relative improvement on the latter - at the cost of a moderate increase in computation time. © 36th International Conference on Machine Learning, ICML 2019. All rights reserved.",Conference paper,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078072426&partnerID=40&md5=05e02a0ff3c9ea6667e013574ef10611,"36th International Conference on Machine Learning, ICML 2019",Include,,,
Zhang Y.; Wang G.; Li C.; Gan Z.; Brockett C.; Dolan B.,POINTER: Constrained progressive text generation via insertion-based generative pre-training,"Large-scale pre-trained language models, such as BERT and GPT-2, have achieved excellent performance in language representation learning and free-form text generation. However, these models cannot be directly employed to generate text under specified lexical constraints. To address this challenge, we present POINTER, a simple yet novel insertion-based approach for hard-constrained text generation. The proposed method operates by progressively inserting new tokens between existing tokens in a parallel manner. This procedure is recursively applied until a sequence is completed. The resulting coarse-to-fine hierarchy makes the generation process intuitive and interpretable. We pre-train our model with the proposed progressive insertion-based objective on a 12GB Wikipedia dataset, and fine-tune it on downstream hard-constrained generation tasks. Non-autoregressive decoding yields an empirically logarithmic time complexity during inference time. Experimental results on both News and Yelp datasets demonstrate that POINTER achieves state-of-the-art performance on constrained text generation. We released the pre-trained models and the source code to facilitate future research. © 2020 Association for Computational Linguistics.",Conference paper,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102840672&partnerID=40&md5=ab144a18419d96817e855767c6f00b8d,"EMNLP 2020 - 2020 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",Exclude,,,
Shi Z.; Swersky K.; Tarlow D.; Ranganathan P.; Hashemi M.,LEARNING EXECUTION THROUGH NEURAL CODE FUSION,"As the performance of computer systems stagnates due to the end of Moore's Law, there is a need for new models that can understand and optimize the execution of general purpose code. While there is a growing body of work on using Graph Neural Networks (GNNs) to learn static representations of source code, these representations do not understand how code executes at runtime. In this work, we propose a new approach using GNNs to learn fused representations of general source code and its execution. Our approach defines a multi-task GNN over low-level representations of source code and program state (i.e., assembly code and dynamic memory states), converting complex source code constructs and data structures into a simpler, more uniform format. We show that this leads to improved performance over similar methods that do not use execution and it opens the door to applying GNN models to new tasks that would not be feasible from static code alone. As an illustration of this, we apply the new model to challenging dynamic tasks (branch prediction and prefetching) from the SPEC CPU benchmark suite, outperforming the state-of-the-art by 26% and 45% respectively. Moreover, we use the learned fused graph embeddings to demonstrate transfer learning with high performance on an indirectly related algorithm classification task. © 2020 8th International Conference on Learning Representations, ICLR 2020. All rights reserved.",Conference paper,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105543852&partnerID=40&md5=16f7d289640c1830341c28d0aa059365,"8th International Conference on Learning Representations, ICLR 2020",Exclude,,,
Kampffmeyer M.; Løkse S.; Bianchi F.M.; Jenssen R.; Livi L.,The deep kernelized autoencoder,"Autoencoders learn data representations (codes) in such a way that the input is reproduced at the output of the network. However, it is not always clear what kind of properties of the input data need to be captured by the codes. Kernel machines have experienced great success by operating via inner-products in a theoretically well-defined reproducing kernel Hilbert space, hence capturing topological properties of input data. In this paper, we enhance the autoencoder's ability to learn effective data representations by aligning inner products between codes with respect to a kernel matrix. By doing so, the proposed kernelized autoencoder allows learning similarity-preserving embeddings of input data, where the notion of similarity is explicitly controlled by the user and encoded in a positive semi-definite kernel matrix. Experiments are performed for evaluating both reconstruction and kernel alignment performance in classification tasks and visualization of high-dimensional data. Additionally, we show that our method is capable to emulate kernel principal component analysis on a denoising task, obtaining competitive results at a much lower computational cost. © 2018 Elsevier B.V.",Article,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050465973&doi=10.1016%2fj.asoc.2018.07.029&partnerID=40&md5=fc118d3a0afd137adfcdef80a9b605d9,Applied Soft Computing Journal,Exclude,,,
Sun T.; Allix K.; Kim K.; Zhou X.; Kim D.; Lo D.; Bissyande T.F.; Klein J.,"DexBERT: Effective, Task-Agnostic and Fine-Grained Representation Learning of Android Bytecode","The automation of an increasingly large number of software engineering tasks is becoming possible thanks to Machine Learning (ML). One foundational building block in the application of ML to software artifacts is the representation of these artifacts (e.g., source code or executable code) into a form that is suitable for learning. Traditionally, researchers and practitioners have relied on manually selected features, based on expert knowledge, for the task at hand. Such knowledge is sometimes imprecise and generally incomplete. To overcome this limitation, many studies have leveraged representation learning, delegating to ML itself the job of automatically devising suitable representations and selections of the most relevant features. Yet, in the context of Android problems, existing models are either limited to coarse-grained whole-app level (e.g., apk2vec) or conducted for one specific downstream task (e.g., smali2vec). Thus, the produced representation may turn out to be unsuitable for fine-grained tasks or cannot generalize beyond the task that they have been trained on. Our work is part of a new line of research that investigates effective, task-agnostic, and fine-grained universal representations of bytecode to mitigate both of these two limitations. Such representations aim to capture information relevant to various low-level downstream tasks (e.g., at the class-level). We are inspired by the field of Natural Language Processing, where the problem of universal representation was addressed by building Universal Language Models, such as BERT, whose goal is to capture abstract semantic information about sentences, in a way that is reusable for a variety of tasks. We propose DexBERT, a BERT-like Language Model dedicated to representing chunks of DEX bytecode, the main binary format used in Android applications. We empirically assess whether DexBERT is able to model the DEX language and evaluate the suitability of our model in three distinct class-level software engineering tasks: Malicious Code Localization, Defect Prediction, and Component Type Classification. We also experiment with strategies to deal with the problem of catering to apps having vastly different sizes, and we demonstrate one example of using our technique to investigate what information is relevant to a given task.  © 1976-2012 IEEE.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170519171&doi=10.1109%2fTSE.2023.3310874&partnerID=40&md5=0ad210d58ac1e830e40255f73edee98f,IEEE Transactions on Software Engineering,Exclude,,Exclude,
Du Y.; Yu Z.,Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,"Enlightened by the big success of pre-training in natural language processing, pre-trained models for programming languages have been widely used to promote code intelligence in recent years. In particular, BERT has been used for bug localization tasks and impressive results have been obtained. However, these BERT-based bug localization techniques suffer from two issues. First, the pre-trained BERT model on source code does not adequately capture the deep semantics of program code. Second, the overall bug localization models neglect the necessity of large-scale negative samples in contrastive learning for representations of changesets and ignore the lexical similarity between bug reports and changesets during similarity estimation. We address these two issues by 1) proposing a novel directed, multiple-label code graph representation named Semantic Flow Graph (SFG), which compactly and adequately captures code semantics, 2) designing and training SemanticCodeBERT based on SFG, and 3) designing a novel Hierarchical Momentum Contrastive Bug Localization technique (HMCBL). Evaluation results show that our method achieves state-of-the-art performance in bug localization. © 2023 ACM.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171247925&doi=10.1145%2f3611643.3616338&partnerID=40&md5=e08baefee4d93ec33ea9e8ad9a0cf336,ESEC/FSE 2023 - Proceedings of the 31st ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Include,,,
Niu C.; Li C.; Ng V.; Luo B.,Comparing the Pretrained Models of Source Code by Re-pretraining Under a Unified Setup,"Recent years have seen the successful application of large pretrained models of source code (CodePTMs) to code representation learning, which have taken the field of software engineering (SE) from task-specific solutions to task-agnostic generic models. By the remarkable results, CodePTMs are seen as a promising direction in both academia and industry. While a number of CodePTMs have been proposed, they are often not directly comparable because they differ in experimental setups such as pretraining dataset, model size, evaluation tasks, and datasets. In this article, we first review the experimental setup used in previous work and propose a standardized setup to facilitate fair comparisons among CodePTMs to explore the impacts of their pretraining tasks. Then, under the standardized setup, we re-pretrain CodePTMs using the same model architecture, input modalities, and pretraining tasks, as they declared and fine-tune each model on each evaluation SE task for evaluating. Finally, we present the experimental results and make a comprehensive discussion on the relative strength and weakness of different pretraining tasks with respect to each SE task. We hope our view can inspire and advance the future study of more powerful CodePTMs. IEEE",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171754905&doi=10.1109%2fTNNLS.2023.3308595&partnerID=40&md5=d0467fe91db9f21685d98a7a586c60c7,IEEE Transactions on Neural Networks and Learning Systems,Include,,Include,
Chimalakonda S.; Das D.; Mathai A.; Tamilselvam S.; Kumar A.,The Landscape of Source Code Representation Learning in AI-Driven Software Engineering Tasks,"Appropriate representation of source code and its relevant properties form the backbone of Artificial Intelligence (AI)/ Machine Learning (ML) pipelines for various software engineering (SE) tasks such as code classification, bug prediction, code clone detection, and code summarization. In the literature, researchers have extensively experimented with different kinds of source code representations (syntactic, semantic, integrated, customized) and ML techniques such as pre-trained BERT models. In addition, it is common for researchers to create hand-crafted and customized source code representations for an appropriate SE task. In a 2018 survey [1], Allamanis et al. listed nearly 35 different ways of of representing source code for different SE tasks like Abstract Syntax Trees (ASTs), customized ASTs, Control Flow Graphs (CFGs), Data Flow Graphs (DFGs) and so on. The main goal of this tutorial is two-fold (i) Present an overview of the state-of-the-art of source code representations and corresponding ML pipelines with an explicit focus on the merits and demerits of each of the representations (ii) Practical challenges in infusing different code-views in the state-of-the-art ML models and future research directions. © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171831752&doi=10.1109%2fICSE-Companion58688.2023.00098&partnerID=40&md5=7fb2dc0b10e16392fad70c3acc840702,Proceedings - International Conference on Software Engineering,Include,,,
Zhao J.; Rong Y.; Guo Y.; He Y.; Chen H.,Understanding Programs by Exploiting (Fuzzing) Test Cases,"Semantic understanding of programs has attracted great attention in the community. Inspired by recent successes of large language models (LLMs) in natural language understanding, tremendous progress has been made by treating programming language as another sort of natural language and training LLMs on corpora of program code. However, programs are essentially different from texts after all, in a sense that they are normally heavily structured and syntax-strict. In particular, programs and their basic units (i.e., functions and subroutines) are designed to demonstrate a variety of behaviors and/or provide possible outputs, given different inputs. The relationship between inputs and possible outputs/behaviors represents the functions/subroutines and profiles the program as a whole. Therefore, we propose to incorporate such a relationship into learning, for achieving a deeper semantic understanding of programs. To obtain inputs that are representative enough to trigger the execution of most part of the code, we resort to fuzz testing and propose fuzz tuning to boost the performance of program understanding and code representation learning, given a pre-trained LLM. The effectiveness of the proposed method is verified on two program understanding tasks including code clone detection and code classification, and it outperforms current state-of-the-arts by large margins. Code is available at https://github.com/rabbitjy/FuzzTuning. © 2023 Association for Computational Linguistics.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173691344&partnerID=40&md5=d9a46934efa969111a8f9dc41521f5d7,Proceedings of the Annual Meeting of the Association for Computational Linguistics,Exclude,,Include,Exclude
Li Y.; Wang S.; Nguyen T.N.,Contextuality of Code Representation Learning,"Advanced machine learning models (ML) have been successfully leveraged in several software engineering (SE) applications. The existing SE techniques have used the embedding models ranging from static to contextualized ones to build the vectors for program units. The contextualized vectors address a phenomenon in natural language texts called polysemy, which is the coexistence of different meanings of a word/phrase. However, due to different nature, program units exhibit the nature of mixed polysemy. Some code tokens and statements exhibit polysemy while other tokens (e.g., keywords, separators, and operators) and statements maintain the same meaning in different contexts. A natural question is whether static or contextualized embeddings fit better with the nature of mixed polysemy in source code. The answer to this question is helpful for the SE researchers in selecting the right embedding model. We conducted experiments on 12 popular sequence-/tree-/graph-based embedding models and on the samples of a dataset of 10,222 Java projects with +14M methods. We present several contextuality evaluation metrics adapted from natural-language texts to code structures to evaluate the embeddings from those models. Among several findings, we found that the models with higher contextuality help a bug detection model perform better than the static ones. Neither static nor contextualized embedding models fit well with the mixed polysemy nature of source code. Thus, we develop Hycode, a hybrid embedding model that fits better with the nature of mixed polysemy in source code.  © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179003533&doi=10.1109%2fASE56229.2023.00029&partnerID=40&md5=a7534a657318d2c3d46776b193ca0886,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023",Include,,,
Meng C.; Ao J.; Ko T.; Wang M.; Li H.,CoBERT: Self-Supervised Speech Representation Learning Through Code Representation Learning,"Speech is the surface form of a finite set of phonetic units, which can be represented by discrete codes. We propose the Code BERT (CoBERT) approach for self-supervised speech representation learning. The idea is to convert an utterance to a sequence of discrete codes, and perform code representation learning, where we predict the code representations based on a masked view of the original speech input. Unlike the prior self-distillation approaches of which the teacher and the student are of the same modality, our target model predicts representations from a different modality. CoBERT outperforms the most recent state-of-the-art performance on the ASR task and brings significant improvements on the SUPERB speech translation (ST) task. Our code and models are released at https://github.com/mct10/CoBERT. © 2023 International Speech Communication Association. All rights reserved.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171528624&doi=10.21437%2fInterspeech.2023-1390&partnerID=40&md5=4408b70aef72b9b859bed2314f33017e,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",Exclude,,,
Lin Z.; Li G.; Zhang J.; Deng Y.; Zeng X.; Zhang Y.; Wan Y.,XCode: Towards Cross-Language Code Representation with Large-Scale Pre-Training,"Source code representation learning is the basis of applying artificial intelligence to many software engineering tasks such as code clone detection, algorithm classification, and code summarization. Recently, many works have tried to improve the performance of source code representation from various perspectives, e.g., introducing the structural information of programs into latent representation. However, when dealing with rapidly expanded unlabeled cross-language source code datasets from the Internet, there are still two issues. Firstly, deep learning models for many code-specific tasks still suffer from the lack of high-quality labels. Secondly, the structural differences among programming languages make it more difficult to process multiple languages in a single neural architecture.To address these issues, in this article, we propose a novel Cross-language Code representation with a large-scale pre-Training (XCode) method. Concretely, we propose to use several abstract syntax trees and ELMo-enhanced variational autoencoders to obtain multiple pre-Trained source code language models trained on about 1.5 million code snippets. To fully utilize the knowledge across programming languages, we further propose a Shared Encoder-Decoder (SED) architecture which uses the multi-Teacher single-student method to transfer knowledge from the aforementioned pre-Trained models to the distilled SED. The pre-Trained models and SED will cooperate to better represent the source code. For evaluation, we examine our approach on three typical downstream cross-language tasks, i.e., source code translation, code clone detection, and code-To-code search, on a real-world dataset composed of programming exercises with multiple solutions. Experimental results demonstrate the effectiveness of our proposed approach on cross-language code representations. Meanwhile, our approach performs significantly better than several code representation baselines on different downstream tasks in terms of multiple automatic evaluation metrics.  © 2022 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130754433&doi=10.1145%2f3506696&partnerID=40&md5=b2c60159ed514b3de7d7cdd2aaa6e896,ACM Transactions on Software Engineering and Methodology,Include,,,
Keller P.; Kaboré A.K.; Plein L.; Klein J.; Le Traon Y.; Bissyandé T.F.,What You See is What it Means! Semantic Representation Learning of Code based on Visualization and Transfer Learning,"Recent successes in training word embeddings for Natural Language Processing (NLP) tasks have encouraged a wave of research on representation learning for source code, which builds on similar NLP methods. The overall objective is then to produce code embeddings that capture the maximum of program semantics. State-of-the-art approaches invariably rely on a syntactic representation (i.e., raw lexical tokens, abstract syntax trees, or intermediate representation tokens) to generate embeddings, which are criticized in the literature as non-robust or non-generalizable. In this work, we investigate a novel embedding approach based on the intuition that source code has visual patterns of semantics. We further use these patterns to address the outstanding challenge of identifying semantic code clones. We propose the WySiWiM (What You See Is What It Means"") approach where visual representations of source code are fed into powerful pre-trained image classification neural networks from the field of computer vision to benefit from the practical advantages of transfer learning. We evaluate the proposed embedding approach on the task of vulnerable code prediction in source code and on two variations of the task of semantic code clone identification: code clone detection (a binary classification problem), and code classification (a multi-classification problem). We show with experiments on the BigCloneBench (Java), Open Judge (C) that although simple, our WySiWiM approach performs as effectively as state-of-the-art approaches such as ASTNN or TBCNN. We also showed with data from NVD and SARD that WySiWiM representation can be used to learn a vulnerable code detector with reasonable performance (accuracy 1/490%). We further explore the influence of different steps in our approach, such as the choice of visual representations or the classification algorithm, to eventually discuss the promises and limitations of this research direction.  © 2021 Copyright held by the owner/author(s).",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130697770&doi=10.1145%2f3485135&partnerID=40&md5=52a1303320e21c7950828ae961ad8df7,ACM Transactions on Software Engineering and Methodology,Exclude,,,
Cui N.; Jiang Y.; Gu X.; Shen B.,Zero-Shot Program Representation Learning,"Learning program representations has been the core prerequisite of code intelligence tasks (e.g., code search and code clone detection). The state-of-the-art pre-trained models such as CodeBERT require the availability of large-scale code corpora. However, gathering training samples can be costly and infeasible for domain-specific languages such as Solidity for smart contracts. In this paper, we propose Zecoler, a zero-shot learning approach for code representations. Zecoler is built upon a pre-trained programming language model. In order to elicit knowledge from the pre-trained models efficiently, Zecoler casts the downstream tasks to the same form of pre-training tasks by inserting trainable prompts into the original input. Then, it employs the prompt learning technique to optimize the pre-trained model by merely adjusting the original input. This enables the representation model to efficiently fit the scarce task-specific data while reusing pre-trained knowledge. We evaluate Zecoler in three code intelligence tasks in two programming languages that have no training samples, namely, Solidity and Go, with model trained in corpora of common languages such as Java. Experimental results show that our approach significantly outperforms baseline models in both zero-shot and few-shot settings.  © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133187003&doi=10.1145%2f3524610.3527888&partnerID=40&md5=f2a904c1fc587c4c5d7d2c038cd7f666,IEEE International Conference on Program Comprehension,Exclude,,Include,Exclude
Niu C.; Li C.; Ng V.; Ge J.; Huang L.; Luo B.,SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations,"Recent years have seen the successful application of large pretrained models to code representation learning, resulting in substantial improvements on many code-related downstream tasks. But there are issues surrounding their application to SE tasks. First, the majority of the pre-trained models focus on pre-training only the encoder of the Transformer. For generation tasks that are addressed using models with the encoder-decoder architecture, however, there is no reason why the decoder should be left out during pre-training. Second, many existing pre-trained models, including state-of-the-art models such as T5-learning, simply reuse the pretraining tasks designed for natural languages. Moreover, to learn the natural language description of source code needed eventually for code-related tasks such as code summarization, existing pretraining tasks require a bilingual corpus composed of source code and the associated natural language description, which severely limits the amount of data for pre-training. To this end, we propose SPT-Code, a sequence-to-sequence pre-trained model for source code. In order to pre-train SPT-Code in a sequence-to-sequence manner and address the aforementioned weaknesses associated with existing pre-training tasks, we introduce three pre-training tasks that are specifically designed to enable SPT-Code to learn knowledge of source code, the corresponding code structure, as well as a natural language description of the code without relying on any bilingual corpus, and eventually exploit these three sources of information when it is applied to downstream tasks. Experimental results demonstrate that SPT-Code achieves state-of-the-art performance on five code-related downstream tasks after fine-tuning. © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133513452&doi=10.1145%2f3510003.3510096&partnerID=40&md5=18a9ca084d782c4090bd202321d344e9,Proceedings - International Conference on Software Engineering,Exclude,,Include,Exclude
Cleuziou G.; Flouvat F.,Learning student program embeddings using abstract execution traces,"Improving the pedagogical effectiveness of programming training platforms is a hot topic that requires the construction of fine and exploitable representations of learners’ programs. This article presents a new approach for learning program embeddings. Starting from the hypothesis that the function of a program, but also its”style”, can be captured by analyzing its execution traces, the code2aes2vec method proceeds in two steps. A first step generates abstract execution sequences (AES) from both predefined test cases and abstract syntax trees (AST) of the submitted programs. The doc2vec method is then used to learn condensed vector representations (embeddings) of the programs from these AESs. Experiments performed on real data sets shows that the embeddings generated by code2aes2vec efficiently capture both the semantics and the style of the programs. Finally, we show the relevance of the program embeddings thus generated on the task of automatic feedback propagation as a proof of concept. © EDM 2021.All rights reserved.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174296119&partnerID=40&md5=4ac0ae3f44fe08acecfcaea4b2988118,"Proceedings of the 14th International Conference on Educational Data Mining, EDM 2021",Include,,,
Wang D.; Yu Y.; Li S.; Dong W.; Wang J.; Qing L.,MulCode: A Multi-task Learning Approach for Source Code Understanding,"Recent years have witnessed the significant rise of Deep Learning (DL) techniques applied to source code. Researchers exploit DL for a multitude of tasks and achieve impressive results. However, most tasks are explored separately, resulting in a lack of generalization of the solutions. In this work, we propose MulCode, a multi-task learning approach for source code understanding that learns unified representation space for tasks, with the pre-trained BERT model for the token sequence and the Tree-LSTM model for abstract syntax trees. Furthermore, we integrate two source code views into a hybrid representation via the attention mechanism and set learnable uncertainty parameters to adjust the tasks' relationship.We train and evaluate MulCode in three downstream tasks: comment classification, author attribution, and duplicate function detection. In all tasks, MulCode outperforms the state-of-the-art techniques. Moreover, experiments on three unseen tasks demonstrate the generalization ability of MulCode compared with state-of-the-art embedding methods. © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106562192&doi=10.1109%2fSANER50967.2021.00014&partnerID=40&md5=19013a3e0211265450216dfea0cf9212,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021",Include,,Include,
