Authors,Title,Abstract,Document Type,Year,Link,Source title,Round 3 ID,Included/Excluded,Reason,Notes
Liu Z.; Qian P.; Wang X.; Zhuang Y.; Qiu L.; Wang X.,Combining Graph Neural Networks with Expert Knowledge for Smart Contract Vulnerability Detection,"Smart contract vulnerability detection draws extensive attention in recent years due to the substantial losses caused by hacker attacks. Existing efforts for contract security analysis heavily rely on rigid rules defined by experts, which are labor-intensive and non-scalable. More importantly, expert-defined rules tend to be error-prone and suffer the inherent risk of being cheated by crafty attackers. Recent researches focus on the symbolic execution and formal analysis of smart contracts for vulnerability detection, yet to achieve a precise and scalable solution. Although several methods have been proposed to detect vulnerabilities in smart contracts, there is still a lack of effort that considers combining expert-defined security patterns with deep neural networks. In this paper, we explore using graph neural networks and expert knowledge for smart contract vulnerability detection. Specifically, we cast the rich control- and data- flow semantics of the source code into a contract graph. To highlight the critical nodes in the graph, we further design a node elimination phase to normalize the graph. Then, we propose a novel temporal message propagation network to extract the graph feature from the normalized graph, and combine the graph feature with designed expert patterns to yield a final detection system. Extensive experiments are conducted on all the smart contracts that have source code in Ethereum and VNT Chain platforms. Empirical results show significant accuracy improvements over the state-of-the-art methods on three types of vulnerabilities, where the detection accuracy of our method reaches 89.15, 89.02, and 83.21 percent for reentrancy, timestamp dependence, and infinite loop vulnerabilities, respectively. © 1989-2012 IEEE.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109397423&doi=10.1109%2fTKDE.2021.3095196&partnerID=40&md5=7bd04392f0c0af5571c7a03762d62919,IEEE Transactions on Knowledge and Data Engineering,211,Include,"I1.1,I1.2",
Cai J.; Li B.; Zhangv J.; Sun X.; Chen B.,Extended Abstract of Combine Sliced Joint Graph with Graph Neural Networks for Smart Contract Vulnerability Detection,"Existing smart contract vulnerability detection efforts heavily rely on fixed rules defined by experts, which are inefficient and inflexible. To overcome the limitations of existing vulnerability detection approaches, we propose a GNN based approach. First, we construct a graph representation for a smart contract function with syntactic and semantic features by combining abstract syntax tree (AST), control flow graph (CFG), and program dependency graph (PDG). To further strengthen the presentation ability of our approach, we perform program slicing to normalize the graph and eliminate the redundant information unrelated to vulnerabilities. Then, we use a Bidirectional Gated Graph Neural-Network model with hybrid attention pooling to identify potential vulnerabilities in smart contract functions. Experiment results show that our approach can achieve 89.2% precision and 92.9% recall in smart contract vulnerability detection on our dataset and reveal the effectiveness and efficiency of our approach. © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160566114&doi=10.1109%2fSANER56733.2023.00101&partnerID=40&md5=c0e6c95589b1dd3c88aca141cf69d969,"Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023",212,Exclude,E1.8,
Nguyen H.H.; Nguyen N.-M.; Xie C.; Ahmadi Z.; Kudendo D.; Doan T.-N.; Jiang L.,MANDO-HGT: Heterogeneous Graph Transformers for Smart Contract Vulnerability Detection,"Smart contracts in blockchains have been increasingly used for high-value business applications. It is essential to check smart contracts' reliability before and after deployment. Although various program analysis and deep learning techniques have been proposed to detect vulnerabilities in either Ethereum smart contract source code or bytecode, their detection accuracy and scalability are still limited. This paper presents a novel framework named MANDO-HGT for detecting smart contract vulnerabilities. Given Ethereum smart contracts, either in source code or bytecode form, and vulnerable or clean, MANDO-HGT custom-builds heterogeneous contract graphs (HCGs) to represent control-flow and/or function-call information of the code. It then adapts heterogeneous graph transformers (HGTs) with customized meta relations for graph nodes and edges to learn their embeddings and train classifiers for detecting various vulnerability types in the nodes and graphs of the contracts more accurately. We have collected more than 55K Ethereum smart contracts from various data sources and verified the labels for 423 buggy and 2,742 clean contracts to evaluate MANDO-HGT. Our empirical results show that MANDO-HGT can significantly improve the detection accuracy of other state-of-the-art vulnerability detection techniques that are based on either machine learning or conventional analysis techniques. The accuracy improvements in terms of F1-score range from 0.7% to more than 76% at either the coarse-grained contract level or the fine-grained line level for various vulnerability types in either source code or bytecode. Our method is general and can be retrained easily for different vulnerability types without the need for manually defined vulnerability patterns.  © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166351291&doi=10.1109%2fMSR59073.2023.00052&partnerID=40&md5=f758ad7d33f8d0cc7ac1d0b7bb8e088c,"Proceedings - 2023 IEEE/ACM 20th International Conference on Mining Software Repositories, MSR 2023",213,Include,I1.1,
Zhang Y.; Liu D.,Toward Vulnerability Detection for Ethereum Smart Contracts Using Graph-Matching Network,"With the blooming of blockchain-based smart contracts in decentralized applications, the security problem of smart contracts has become a critical issue, as vulnerable contracts have resulted in severe financial losses. Existing research works have explored vulnerability detection methods based on fuzzing, symbolic execution, formal verification, and static analysis. In this paper, we propose two static analysis approaches called ASGVulDetector and BASGVulDetector for detecting vulnerabilities in Ethereum smart contacts from source-code and bytecode perspectives, respectively. First, we design a novel intermediate representation called abstract semantic graph (ASG) to capture both syntactic and semantic features from the program. ASG is based on syntax information but enriched by code structures, such as control flow and data flow. Then, we apply two different training models, i.e., graph neural network (GNN) and graph matching network (GMN), to learn the embedding of ASG and measure the similarity of the contract pairs. In this way, vulnerable smart contracts can be identified by calculating the similarity to labeled ones. We conduct extensive experiments to evaluate the superiority of our approaches to state-of-the-art competitors. Specifically, ASGVulDetector improves the best of three source-code-only static analysis tools (i.e., SmartCheck, Slither, and DR-GCN) regarding the F1 score by 12.6% on average, while BASGVulDetector improves that of the three detection tools supporting bytecode (i.e., ContractFuzzer, Oyente, and Securify) regarding the F1 score by 25.6% on average. We also investigate the effectiveness and advantages of the GMN model for detecting vulnerabilities in smart contracts. © 2022 by the authors.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147411558&doi=10.3390%2ffi14110326&partnerID=40&md5=6170681772b53722d0bebb4332e655c7,Future Internet,214,Include,I1.1,
Cai J.; Li B.; Zhang J.; Sun X.; Chen B.,Combine sliced joint graph with graph neural networks for smart contract vulnerability detection,"Smart contract security has drawn extensive attention in recent years because of the enormous economic losses caused by vulnerabilities. Even worse, fixing bugs in a deployed smart contract is difficult, so developers must detect security vulnerabilities in a smart contract before deployment. Existing smart contract vulnerability detection efforts heavily rely on fixed rules defined by experts, which are inefficient and inflexible. To overcome the limitations of existing vulnerability detection approaches, we propose a GNN based approach for smart contract vulnerability detection. First, we construct a graph representation for a smart contract function with syntactic and semantic features by combining abstract syntax tree (AST), control flow graph (CFG), and program dependency graph (PDG). To further strengthen the presentation ability of our approach, we perform program slicing to normalize the graph and eliminate the redundant information unrelated to vulnerabilities. Then, we use a Bidirectional Gated Graph Neural-Network model with hybrid attention pooling to identify potential vulnerabilities in smart contract functions. Empirical results show that our approach can achieve 89.2% precision and 92.9% recall in smart contract vulnerability detection on our dataset and reveal the effectiveness and efficiency of our approach. © 2022 Elsevier Inc.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141321797&doi=10.1016%2fj.jss.2022.111550&partnerID=40&md5=71e722ea23da022d024f0445104f170d,Journal of Systems and Software,215,Include,I1.1,
Han D.; Li Q.; Zhang L.; Xu T.,A Smart Contract Vulnerability Detection Model Based on Syntactic and Semantic Fusion Learning,"As a trusted decentralized application, smart contracts manage a large number of digital assets on the blockchain. Vulnerability detection of smart contracts is an important part of ensuring the security of digital assets. At present, many researchers extract features of smart contract source code for vulnerability detection based on deep learning methods. However, the current research mainly focuses on the single representation form of the source code, which cannot fully obtain the rich semantic and structural information contained in the source code, so it is not conducive to the detection of various and complex smart contract vulnerabilities. Aiming at this problem, this paper proposes a vulnerability detection model based on the fusion of syntax and semantic features. The syntactic and semantic representation of the source code is obtained from the abstract syntax tree and control flow graph of the smart contract through TextCNN and Graph Neural Network. The syntactic and semantic features are fused, and the fused features are used to detect vulnerabilities. Experiments show that the detection accuracy and recall rate of this model have been improved on the detection tasks of five types of vulnerabilities, with an average precision of 96% and a recall rate of 90%, which can effectively identify smart contract vulnerabilities.  © 2023 Daojun Han et al.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148101619&doi=10.1155%2f2023%2f9212269&partnerID=40&md5=4adcc873283819266ee40faf9bb4c941,Wireless Communications and Mobile Computing,216,Include,I1.1,
Nguyen H.H.; Nguyen N.-M.; Doan H.-P.; Ahmadi Z.; Doan T.-N.; Jiang L.,MANDO-GURU: vulnerability detection for smart contract source code by heterogeneous graph embeddings,"Smart contracts are increasingly used with blockchain systems for high-value applications. It is highly desired to ensure the quality of smart contract source code before they are deployed. This paper proposes a new deep learning-based tool, MANDO-GURU, that aims to accurately detect vulnerabilities in smart contracts at both coarse-grained contract-level and fine-grained line-level. Using a combination of control-flow graphs and call graphs of Solidity code, we design new heterogeneous graph attention neural networks to encode more structural and potentially semantic relations among different types of nodes and edges of such graphs and use the encoded embeddings of the graphs and nodes to detect vulnerabilities. Our validation of real-world smart contract datasets shows that MANDO-GURU can significantly improve many other vulnerability detection techniques by up to 24% in terms of the F1-score at the contract level, depending on vulnerability types. It is the first learning-based tool for Ethereum smart contracts that identify vulnerabilities at the line level and significantly improves the traditional code analysis-based techniques by up to 63.4%. Our tool is publicly available at https://github.com/MANDO-Project/ge-sc-machine. A test version is currently deployed at http://mandoguru.com, and a demo video of our tool is available at http://mandoguru.com/demo-video.  © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143053694&doi=10.1145%2f3540250.3558927&partnerID=40&md5=3c64b411740bd09da4dabb3f6a448a86,ESEC/FSE 2022 - Proceedings of the 30th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,217,Exclude,E3.3,
Han D.; Li Q.; Zhang L.; Xu T.,A smart contract vulnerability detection model based on graph neural networks,"In recent years, smart contract vulnerability detection methods mostly view smart contract source code as natural language for processing, which cannot fully capture the semantic and structural features of the source code and has a high rate of false positives and missing positives. To improve the accuracy of vulnerability detection, this paper uses Graph Neural Network to obtain the semantic and structural information of the source code and Convolutional Neural Network to assist learning. We propose a graph neural network-based vulnerability detection model for smart contracts, which transforms smart contracts into control flow graphs, learns graph embedding using graph neural networks, and introduces Convolutional Neural Networks to learn the node order information of control flow graphs, and finally performs vulnerability detection using graph embedding and node order information. Experimenting on real datasets, our accuracy and F1 values are improved and the model can effectively detect smart contract vulnerabilities.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152192949&doi=10.1109%2fICFTIC57696.2022.10075325&partnerID=40&md5=f0465ad00d8a06b470ad570a20b799cc,"2022 4th International Conference on Frontiers Technology of Information and Computer, ICFTIC 2022",218,Include,I1.1,
Miao H.; Bao H.; Tang Z.; Li W.; Wang W.; Chen H.; Liu F.; Sun Y.,AST2Vec: A Robust Neural Code Representation for Malicious PowerShell Detection,"In recent years, PowerShell has become a commonly used carrier to wage cyber attacks. As a script, PowerShell is easy to obfuscate to evade detection. Thus, they are difficult to detect directly using traditional anti-virus software. Existing advanced detection methods generally recover obfuscated scripts before detection. However, most deobfuscation tools can not achieve precise recovery on obfuscated scripts due to emerging obfuscation techniques. To solve the problem, we propose a robust neural code representation method, namely AST2Vec, to detect malicious PowerShell without de-obfuscating scripts. 6 Abstract Syntax Tree (AST) recovery-related statement nodes are defined to identify obfuscated subtrees. Then AST2Vec splits the large AST of entire PowerShell scripts into a set of small subtrees rooted by these 6 types of nodes and performs tree-based neural embeddings on all extracted subtrees by capturing lexical and syntactical knowledge of statement nodes. Based on the sequence of statement vectors, a bidirectional recursive neural network (Bi-RNN) is modeled to leverage the context of statements and finally produce vector representation of scripts. We evaluate the proposed method for malicious PowerShell detection through extensive experiments. Experimental results indicate that our model outperforms the state-of-the-art approaches. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178514641&doi=10.1007%2f978-3-031-45933-7_13&partnerID=40&md5=4494d55ff52abdbd18f1100ae2f6fd97,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),219,Include,I1.1,
Rozi M.F.; Ban T.; Ozawa S.; Yamada A.; Takahashi T.; Kim S.; Inoue D.,Detecting Malicious JavaScript Using Structure-Based Analysis of Graph Representation,"Malicious JavaScript code in web applications poses a significant threat as cyber attackers exploit it to perform various malicious activities. Detecting these malicious scripts is challenging, given their diverse nature and the continuous evolution of attack techniques. Most approaches formulate this task as a static or sequential feature of the script, which is insufficient in terms of flexibility to various attack techniques and the ability to capture the script's semantic meaning. To address this issue, we propose an alternative approach that leverages JavaScript code's abstract syntax tree (AST) representation, focusing on distinctive syntactic structure features. The proposed approach uses graph neural networks to extract structural features from the AST graph while considering the attribute features of individual nodes, which uses neural message passing with neighborhood aggregation. The proposed method encodes both the local AST graph structure and attributes of the nodes. It enables capturing the source code's semantic meaning and exploits the signature structure in the AST representations. The proposed method consistently achieved high detection performance in extensive experiments on two different datasets, with accuracy scores of 99.4% and 96.92%. The obtained evaluation metrics demonstrate the effectiveness of our approach in accurately detecting malicious JavaScript code, with our proposed method successfully detecting more than 81% for various attack types and achieving an almost twofold performance improvement on JS-Droppers compared to the sequence-based approach. In addition, we observed that the AST graph structure represented the code's semantic meaning, exhibiting distinctive patterns and signatures that could be effectively captured using the proposed method.  © 2013 IEEE.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172989806&doi=10.1109%2fACCESS.2023.3317266&partnerID=40&md5=bbd56b60ec2e4b7191116403b187c21e,IEEE Access,220,Include,I1.1,
Zhu J.; Yao Y.; Deng X.; Yong Y.; Wang Y.; Chen L.; Xue Z.; Zhao R.,SAWD: Structural-Aware Webshell Detection System with Control Flow Graph,"With the increasing prevalence of web servers, protecting them from cyber attacks has become a crucial task for online service providers. Webshells, which are backdoors to websites, are commonly used by hackers to gain unauthorized access to web servers. However, traditional methods for detecting webshells often fail to produce satisfactory results due to the use of obfuscation or encryption to conceal their characteristics. In recent years, webshell detection methods based on deep learning (DL) have received significant attention, but they struggle to preserve the syntax and semantic information contained in the source code. In this paper, we propose a structural-aware webshell detection system to address these problems, denoted as SAWD. Specifically, we first generate the control flow graph (CFG) with syntax and semantic information from the PHP source code. Then, we leverage CFG to build our graph representation, which consists of the adjacency matrix and keywords-based basic block features. Finally, based on our graph representation, we adopt convolutional neural networks (GCN) combined with graph pooling to detect webshells more efficiently. Experimental results demonstrate that our method outperforms state-of-the-art webshell detection systems on the collected dataset. © 2023 Knowledge Systems Institute Graduate School. All rights reserved.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170088196&doi=10.18293%2fSEKE2023-205&partnerID=40&md5=17552b54f84adbc66130e38cb0079c34,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",221,Include,I1.1,
Malhotra V.; Potika K.; Stamp M.,A comparison of graph neural networks for malware classification,"Managing the threat posed by malware requires accurate detection and classification techniques. Traditional detection strategies, such as signature scanning, rely on manual analysis of malware to extract relevant features, which is labor intensive and requires expert knowledge. Function call graphs consist of a set of program functions and their inter-procedural calls, providing a rich source of information that can be leveraged to classify malware without the labor intensive feature extraction step of traditional techniques. In this research, we treat malware classification as a graph classification problem. Based on Local Degree Profile features, we train a wide range of Graph Neural Network (GNN) architectures to generate embeddings which we then classify. We find that our best GNN models outperform previous comparable research involving the well-known MalNet-Tiny Android malware dataset. In addition, our GNN models do not suffer from the overfitting issues that commonly afflict non-GNN techniques, although GNN models require longer training times. © 2023, The Author(s), under exclusive licence to Springer-Verlag France SAS, part of Springer Nature.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165906021&doi=10.1007%2fs11416-023-00493-y&partnerID=40&md5=1daf672a23b8d2e77b4834eb80e8f981,Journal of Computer Virology and Hacking Techniques,222,Exclude,E1.5,android malware
Fang Y.; Huang C.; Zeng M.; Zhao Z.; Huang C.,JStrong: Malicious JavaScript detection based on code semantic representation and graph neural network,"Web development technology has experienced significant progress. The creation of JavaScript has highly enriched the interactive ability of the client. However, the attacker uses the dynamic characteristics of the JavaScript language to embed malicious code into web pages to achieve the purpose of smuggling, redirection, and so on. Traditional methods based on static feature detection are therefore difficult to detect malicious code after confusion, and the method based on dynamic analysis is inefficient. To meet these challenges, this paper proposes a static detection model JStrong based on graph neural network. The model first generates an abstract syntax tree from the JavaScript source code, and then adds data flow and control flow information into the program dependency graph. In addition, we embed the nodes and edges of the graph into the feature vector and fully learn the features of the whole graph through the graph neural network. We take advantage of a real-world dataset collected from the top website and GitHub to evaluate JStrong and compare it to the state-of-the-art method. Experimental results show that JStrong achieves near-perfect classification performance and is superior to the state-of-the-art method. © 2022 Elsevier Ltd",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128369219&doi=10.1016%2fj.cose.2022.102715&partnerID=40&md5=4f6874e954626fa4d1fe9d83d50e7502,Computers and Security,223,Include,I1.1,don't understand energy funtion
Jiang C.; Yin K.; Xia C.; Huang W.,FedHGCDroid: An Adaptive Multi-Dimensional Federated Learning for Privacy-Preserving Android Malware Classification,"With the popularity of Android and its open source, the Android platform has become an attractive target for hackers, and the detection and classification of malware has become a research hotspot. Existing malware classification methods rely on complex manual operation or large-volume high-quality training data. However, malware data collected by security providers contains user privacy information, such as user identity and behavior habit information. The increasing concern for user privacy poses a challenge to the current malware classification scheme. Based on this problem, we propose a new android malware classification scheme based on Federated learning, named FedHGCDroid, which classifies malware on Android clients in a privacy-protected manner. Firstly, we use a convolutional neural network and graph neural network to design a novel multi-dimensional malware classification model HGCDroid, which can effectively extract malicious behavior features to classify the malware accurately. Secondly, we introduce an FL framework to enable distributed Android clients to collaboratively train a comprehensive Android malware classification model in a privacy-preserving way. Finally, to adapt to the non-IID distribution of malware on Android clients, we propose a contribution degree-based adaptive classifier training mechanism FedAdapt to improve the adaptability of the malware classifier based on Federated learning. Comprehensive experimental studies on the Androzoo dataset (under different non-IID data settings) show that the FedHGCDroid achieves more adaptability and higher accuracy than the other state-of-the-art methods. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133730316&doi=10.3390%2fe24070919&partnerID=40&md5=8d8a25388d51d5e08cfc934e0d266e62,Entropy,224,Exclude,E1.5,android malware
Hu J.L.; Ebrahimi M.; Li W.; Li X.; Chen H.,Multi-view Representation Learning from Malware to Defend Against Adversarial Variants,"Deep learning-based adversarial malware detectors have yielded promising results in detecting never-before-seen malware executables without relying on expensive dynamic behavior analysis and sandbox. Despite their abilities, these detectors have been shown to be vulnerable to adversarial malware variants - meticulously modified, functionality-preserving versions of original malware executables generated by machine learning. Due to the nature of these adversarial modifications, these adversarial methods often use a single view of malware executables (i.e., the binary/hexadecimal view) to generate adversarial malware variants. This provides an opportunity for the defenders (i.e., malware detectors) to detect the adversarial variants by utilizing more than one view of a malware file (e.g., source code view in addition to the binary view). The rationale behind this idea is that while the adversary focuses on the binary view, certain characteristics of the malware file in the source code view remain untouched which leads to the detection of the adversarial malware variants. To capitalize on this opportunity, we propose Adversarially Robust Multiview Malware Defense (ARMD), a novel multi-view learning framework to improve the robustness of DL-based malware detectors against adversarial variants. Our experiments on three renowned open-source deep learning-based malware detectors across six common malware categories show that ARMD is able to improve the adversarial robustness by up to seven times on these malware detectors.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148453933&doi=10.1109%2fICDMW58026.2022.00066&partnerID=40&md5=857e415b9f41782fd619468754e1864c,"IEEE International Conference on Data Mining Workshops, ICDMW",225,Exclude,E1.4,
Zheng R.; Wang Q.; He J.; Fu J.; Suri G.; Jiang Z.,Cryptocurrency Mining Malware Detection Based on Behavior Pattern and Graph Neural Network,"Miner malware has been steadily increasing in recent years as the value of cryptocurrency rises, which poses a considerable threat to users' device security. Miner malware has obvious behavior patterns in order to participate in blockchain computing. However, most miner malware detection methods use raw bytes feature and sequential opcode as detection features. It is difficult for these methods to obtain better detection results due to not modeling robust features. In this paper, a miner malware identification method based on graph classification network is designed by analyzing the features of function call graph and control flow graph of miner malware, called MBGINet. MBGINet can model the behavior graph relationship of miner malware by extracting the connection features of critical nodes in the behavior graph. Finally, MBGINet transforms these node features into the feature vectors of the graph for miner malware identification. In the test experiments, datasets with different volumes are used for simulating real-world scenarios. The experimental results show that the MBGINet method achieves a leading and stable performance compared to the dedicated opcode detection method and obtains an accuracy improvement of 3.08% on the simulated in-the-wild dataset. Meanwhile, MBGINet gains an advantage over the general malware detection method Malconv. These experimental results demonstrate the superiority of the MBGINet method, which has excellent characteristics in adapting to realistic scenarios.  © 2022 Rui Zheng et al.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128269189&doi=10.1155%2f2022%2f9453797&partnerID=40&md5=fb6fdf3fb825610b598fc123cd270985,Security and Communication Networks,226,Exclude,E1.4,
Renjith G.; Aji S.,Vulnerability Analysis and Detection Using Graph Neural Networks for Android Operating System,"Android operating system approximately contains around 93 million lines of code, mainly consisting of C, C++ and Java languages. There is no strict software engineering life-cycle followed during Android software development, and hence the design flaws and vulnerabilities are largely reported. Rising security attacks targeting Android manifests the importance of early detection of vulnerabilities in Android operating system. The existing mechanisms either focus on Android Apps or short code differences of the Android framework, and hence they are less effective for Android operating system. In this work, we extracted all the officially reported publicly accessible Android Java vulnerabilities in application and framework layers from 2015 till June 2021. The extracted vulnerable and corresponding fixed (secure) code are then converted into the graphical form using different intermediate graph representations, and then graph features are extracted. Vectorization techniques are used for converting node features of the graph into numerical formats. A vulnerability detection mechanism based on Graph Neural Network is designed and achieved an F1-score of 0.92. To the best of our knowledge, this will be one of the first works for Android operating system source code vulnerability detection technique exploiting the potential of Graph Neural Networks. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122043434&doi=10.1007%2f978-3-030-92571-0_4&partnerID=40&md5=4572538ed90c4cfd6eb83138ffd7e4e1,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),227,Include,I1.1,
Errica F.; Iadarola G.; Martinelli F.; Mercaldo F.; Micheli A.,Robust Malware Classification via Deep Graph Networks on Call Graph Topologies,"We propose a malware classification system that is shown to be robust to some common intra-procedural obfuscation techniques. Indeed, by training the Contextual Graph Markov Model on the call graph representation of a program, we classify it using only topological information, which is unaffected by such obfuscations. In particular, we show that the structure of the call graph is sufficient to achieve good accuracy on a multi-class classification benchmark. © 2021 ESANN Intelligence and Machine Learning. All rights reserved.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126084314&doi=10.14428%2fesann%2f2021.ES2021-82&partnerID=40&md5=b4f128b93a501718cc0f334bf55a2add,"ESANN 2021  Proceedings - 29th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",228,Exclude,E1.5,android malware
Rozi M.F.; Ban T.; Ozawa S.; Kim S.; Takahashi T.; Inoue D.,JStrack: Enriching Malicious JavaScript Detection Based on AST Graph Analysis and Attention Mechanism,"Malicious JavaScript is one of the most common tools for attackers to exploit the vulnerability of web applications. It can carry potential risks such as spreading malware, phishing, or collecting sensitive information. Though there are numerous types of malicious JavaScript that are difficult to detect, generalizing the malicious script’s signature can help catch more complex JavaScripts that use obfuscation techniques. This paper aims at detecting malicious JavaScripts based on structure and attribute analysis of abstract syntax trees (ASTs) that capture the generalized semantic meaning of the source code. We apply a graph convolutional neural network (GCN) to process the AST features and get a graph representation via neural message passing with neighborhood aggregation. The attention layer enriches our method to track pertinent parts of scripts that may contain the signature of malicious intent. We comprehensively evaluate the performance of our proposed approach on a real-world dataset to detect malicious websites. The proposed method demonstrates promising performance in terms of detection accuracy and robustness against obfuscated samples. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121913208&doi=10.1007%2f978-3-030-92270-2_57&partnerID=40&md5=f5447afcae093e424ec42d6ba4e49536,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),229,Include,I1.1,
Cao S.; Sun X.; Bo L.; Wu R.; Li B.; Wu X.; Tao C.; Zhang T.; Liu W.,Learning to Detect Memory-related Vulnerabilities,"Memory-related vulnerabilities can result in performance degradation or even program crashes, constituting severe threats to the security of modern software. Despite the promising results of deep learning (DL)-based vulnerability detectors, there exist three main limitations: (1) rich contextual program semantics related to vulnerabilities have not yet been fully modeled; (2) multi-granularity vulnerability features in hierarchical code structure are still hard to be captured; and (3) heterogeneous flow information is not well utilized. To address these limitations, in this article, we propose a novel DL-based approach, called MVD+, to detect memory-related vulnerabilities at the statement-level. Specifically, it conducts both intraprocedural and interprocedural analysis to model vulnerability features, and adopts a hierarchical representation learning strategy, which performs syntax-aware neural embedding within statements and captures structured context information across statements based on a novel Flow-Sensitive Graph Neural Networks, to learn both syntactic and semantic features of vulnerable code. To demonstrate the performance, we conducted extensive experiments against eight state-of-the-art DL-based approaches as well as five well-known static analyzers on our constructed dataset with 6,879 vulnerabilities in 12 popular C/C++ applications. The experimental results confirmed that MVD+ can significantly outperform current state-of-the-art baselines and make a great trade-off between effectiveness and efficiency.  © 2023 Copyright held by the owner/author(s).",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183325353&doi=10.1145%2f3624744&partnerID=40&md5=ada411ab2849e459230c34255ab66df2,ACM Transactions on Software Engineering and Methodology,231,Include,I1.1,
Zeng C.; Zhou B.; Dong H.; Wu H.; Xie P.; Guan Z.,A General Source Code Vulnerability Detection Method via Ensemble of Graph Neural Networks,"Deep neural networks have been recently utilized in source code vulnerability detection methods due to their automated feature learning capabilities. However, current deep vulnerability detection models heavily rely on fixed code static analysis tools, limiting their applicability to a single programming language. Furthermore, the existing models often fail to fully extract semantic features from the source code, leading to limited generalization capabilities. To address these challenges, this paper proposes a language-agnostic code vulnerability detection framework based on ensemble of graph neural networks. Our approach considers the source program as a linear token sequence and constructs an initial graph representation by capturing the co-occurrence relationships between tokens. The model’s hidden layers leverage a combination of graph convolutional module and gated graph neural networks to extract semantic features from vulnerable code. To adaptively learn the importance of each vulnerability feature, we introduce a self-attention layer after the hidden layer. Additionally, to enhance model stability and prevent overfitting, we incorporate residual connections and flooding regularization techniques. Experimental results on real-world vulnerability datasets demonstrate our approach surpasses previous SOTA approaches by a margin of over 2.37% in terms of detection accuracy. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd 2024.",Conference paper,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181976167&doi=10.1007%2f978-981-99-9331-4_37&partnerID=40&md5=233bc7479f4f344bcafc23a298b5134f,Communications in Computer and Information Science,232,Include,I1.1,
Zhou D.; Wu Y.; Peng X.; Zhang J.; Li Z.,Revealing code change propagation channels by evolution history mining,"Changes on source code may propagate to distant code entities through various kinds of relationships, which may form up change propagation channels. It is however difficult for developers to reveal code change propagate channels due to sophisticated interrelationships among code entities. In this work, we propose a novel graph representation for the changed code entities and related code entities changed within a range of space and time so that the types of relationships along which the changes are propagated can be explicitly presented. Then a subgraph mining technique is used to find the frequent change propagation channels. We finally reveal 40 types of frequent change propagation channels that cover over 98% cases of code change propagation in five well-known open-source Java projects. We find evidence that the code changes propagated through an unchanged intermediate code entity consume more time than those through a changed one, indicating the difficulties in maintaining code entities that related through indirect relationships. We find that a small proportion of code entities frequently appear in the FCPCs, and confirm the semantic relationships between code entities covered by 50 instances of FCPCs, indicating potential usefulness for developers to explain the range of change impact from given source code changes. © 2023 Elsevier Inc.",Article,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182227254&doi=10.1016%2fj.jss.2023.111912&partnerID=40&md5=dea6dc9ea39b04ebffd934c96940f2bd,Journal of Systems and Software,233,Exclude,E1.1,
