Title,Full Reference
scalable graph-based bug search for firmware images,"Feng Q., Zhou R., Xu C., Cheng Y., Testa B., Yin H., Scalable graph-based bug search for firmware images, Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security (CCS), (2016)"
be more familiar with our enemies and pave the way forward: a review of the roles bugs played in software failures,"Wong W. E., Li X., Laplante P. A., Be more familiar with our enemies and pave the way forward: A review of the roles bugs played in software failures, Journal of Systems and Software, 133, pp. 68-94, (2017)"
a software assurance reference dataset: thousands of programs with known bugs,"Black P., A software assurance reference dataset: Thousands of programs with known bugs, J. Res. Nat. Inst. Standards Technol., 123, pp. 1-3, (2018)"
deep learning based program generation from requirements text: are we there yet?,"Liu H., Shen M., Zhu J., Niu N., Li G., Zhang L., Deep learning based program generation from requirements text: Are we there yet?, IEEE Trans. Softw. Eng., (2020)"
semantic learning and emulation based cross-platform binary vulnerability seeker,"Gao J., Jiang Y., Liu Z., Yang X., Wang C., Jiao X., Yang Z., Sun J., Semantic learning and emulation based cross-platform binary vulnerability seeker, IEEE Transactions on Software Engineering, pp. 1-1, (2019)"
striking a balance: pruning false-positives from static call graphs,"Utture A., Liu S., Kalhauge C.G., Palsberg J., Striking a balance: pruning false-positives from static call graphs, Proceedings of the 44Th International Conference on Software Engineering (ICSE ’22), pp. 2043-2055, (2022)"
theano: a python framework for fast computation of mathematical expressions,"Theano: A python framework for fast computation of mathematical expressions, Arxiv, 1605, (2016)"
satune: study-driven auto-tuning approach for configurable software verification tools,"Koc U., Mordahl A., Wei S., Foster J.S., Porter A., SATune: Study-driven auto-tuning approach for configurable software verification tools, Proceedings of the 36Th IEEE/ACM International Conference on Automated Software Engineering (ASE 2021, (2021)"
code injection in c and c++: a survey of vulnerabilities and countermeasures,"Younan Y., Joosen W., Piessens F., Code Injection in C and C++: A Survey of Vulnerabilities and Countermeasures, (2004)"
who should comment on this pull request? analyzing attributes for more accurate commenter recommendation in pull-based development,"Jiang J., Yang Y., He J., Blanc X., Zhang L., Who should comment on this pull request? analyzing attributes for more accurate commenter recommendation in pull-based development, Information and Software Technology, 84, pp. 48-62, (2017)"
dualsc: automatic generation and summarization of shellcode via transformer and dual learning,"Yang G., Chen X., Zhou Y., Yu C., DualSC: Automatic generation and summarization of shellcode via transformer and dual learning, IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2022, Honolulu, HI, USA, March 15-18, 2022, pp. 361-372, (2022)"
2018. coherence of comments and method implementations: a dataset and an empirical investigation,"Corazza A., Maggio V., Scanniello G., 2018. Coherence of comments and method implementations: A dataset and an empirical investigation, Software Quality Journal, 26, 2, pp. 751-777, (2018)"
finding and preventing run-time error handling mistakes,"Weimer W., Necula G.C., Finding and preventing run-time error handling mistakes, OOPSLA, pp. 419-431, (2004)"
a survey of automated programming hint generation: the hints framework,"MCBROOM J., KOPRINSKA I., YACEF K., A survey of automated programming hint generation: The hints framework, ACM Computing Surveys, 54, 8, (2021)"
how do learners behave in help-seeking when given a choice?,"GROSS S., PINKWART N., How do learners behave in help-seeking when given a choice?, Proceedings of the 17th International Conference on Artificial Intelligence in Education, pp. 600-603, (2015)"
contest 914d-bash and a tough math puzzle,Contest 914D-Bash and a Tough Math Puzzle
a clustering-based approach to enriching code foraging environment,"Niu N., Jin X., Niu Z., Cheng J.C., Li L., Kataev M., A clustering-based approach to enriching code foraging environment, IEEE Trans. Cybern., 46, 9, pp. 1962-1973, (2016)"
tree-to-tree neural networks for program translation,"Chen X., Liu C., Song D., Tree-to-tree neural networks for program translation, NIPS'18 Proceedings of the 32nd International Conference on Neural Information Processing Systems, 31, pp. 2552-2562, (2018)"
get to the point: summarization with pointer-generator networks,"See A., Liu P.J., Manning C.D., Get to the point: summarization with pointer-generator networks, Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics, pp. 1073-1083, (2017)"
approximation theory of the mlp model in neural networks,"Pinkus A., Approximation theory of the MLP model in neural networks, Acta numerica, 8, pp. 143-195, (1999)"
example-based feedback provision using structured solution spaces,"Gross S., Mokbel B., Paassen B., Hammer B., Pinkwart N., Example-based feedback provision using structured solution spaces, International Journal of Learning Technology, 10, 9, pp. 248-280, (2014)"
a training algorithm for optimal margin classifiers,"Boser B.E., Guyon I., Vapnik V., A training algorithm for optimal margin classifiers, COLT, pp. 144-152, (1992)"
palmtree: learning an assembly language model for instruction embedding,"Li X., Qu Y., Yin H., Palmtree: learning an assembly language model for instruction embedding, Proceedings of the 2021 ACM SIGSAC Conference on Computer and Communications Security (CCS), (2021)"
autocomment: mining question and answer sites for automatic comment generation,"Wong E., Yang J., Tan L., AutoComment: Mining question and answer sites for automatic comment generation, 2013 28th IEEE/ACM International Conference on Automated Software Engineering (ASE), pp. 562-567, (2013)"
hierarchical question-image co-attention for visual question answering,"Lu J., Yang J., Batra D., Parikh D., Hierarchical question-image co-Attention for visual question answering, Advances in Neural Information Processing Systems, pp. 289-297, (2016)"
2021 cwe top 25 most dangerous software weaknesses,"2021 Cwe Top 25 Most Dangerous Software Weaknesses, (2021)"
how far we have progressed in the journey? an examination of cross-project defect prediction,"Zhou Y., Et al., How far we have progressed in the journey? An examination of cross-project defect prediction, Acm Trans. Softw. Eng. Methodol, 27, 1, (2018)"
incorporating syntactic and semantic information in word embeddings using graph convolutional networks,"Vashishth S., Bhandari M., Yadav P., Rai P., Bhattacharyya C., Talukdar P.P., Incorporating syntactic and semantic information in word embeddings using graph convolutional networks, Proceedings of the 57th Conference of the Association for Computational Linguistics, pp. 3308-3318, (2019)"
don't count,"Baroni M., Dinu G., Kruszewski G., Don't count, predict! A systematic comparison of context-counting vs. Context-predicting semantic vectors, Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers, 1, pp. 238-247, (2014)"
lstm neural networks for language modeling,"Sundermeyer M., Schluter R., Ney H., Lstm neural networks for language modeling, Thirteenth Annual Conference of the International Speech Communication Association, (2012)"
selecting software phase markers with code structure analysis,"Lau J., Perelman E., Calder B., Selecting software phase markers with code structure analysis, Proceedings of the 2006 International Symposium on Code Generation and Optimization, pp. 135-146, (2006)"
apimatchmaker: matching the right apis for supporting the development of android apps,"Zhao Y., Li L., Wang H., He Q., Grundy J., APIMatchmaker: Matching the right APIs for supporting the development of android apps, IEEE Trans Softw Eng, (2022)"
an executable formal semantics of php,"Filaretti D., Maffeis S., An executable formal semantics of PHP, ECOOP 2014 - Object-Oriented Programming - 28th European Conference, Ser. LNCS, 8586, pp. 567-592, (2014)"
source code documentation generation using program execution,"Sulir M., Poruban J., Source code documentation generation using program execution, Information, 8, (2017)"
learning program semantics with code representations: an empirical study,"Siow J.K., Liu S., Xie X., Meng G., Liu Y., Learning program semantics with code representations: An empirical study, (2022)"
deep reinforcement learning for programming language correction,"Gupta R., Kanade A., Shevade S., Deep reinforcement learning for programming language correction, AAAI, (2019)"
the conversational interface,"McTear M., Callejas Z., Griol D., The conversational interface, 694, (2016)"
statically checking api protocol conformance with mined multi-object specifications,"Pradel M., Jaspan C., Aldrich J., Gross T.R., Statically checking api protocol conformance with mined multi-object specifications, ICSE, pp. 925-935, (2012)"
the effectiveness of software metrics in identifying error-prone classes in post-release software evolution process,"Shatnawi R., Li W., The effectiveness of software metrics in identifying error-prone classes in post-release software evolution process, J. Syst. Softw., 81, 11, pp. 1868-1882, (2008)"
learning to optimize tensor programs,"Chen T., Zheng L., Yan E., Jiang Z., Moreau T., Ceze L., Guestrin C., Krishnamurthy A., Learning to optimize tensor programs, Advances in Neural Information Processing Systems, pp. 3389-3400, (2018)"
node2vec: scalable feature learning for networks. proceedings of the 22nd acm sigkdd international conference on knowledge discovery and data mining,"Grover A., Leskovec J., node2vec: scalable feature learning for networks. Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining"
tracking pointers with path and context sensitivity for bug detection in c programs,"Benjamin Livshits V., Lam M.S., Tracking pointers with path and context sensitivity for bug detection in C programs, Proceedings of the 9th European software engineering conference held jointly with 11th ACM SIGSOFT international symposium on Foundations of software engineering, pp. 317-326, (2003)"
general data protection regulation,General data protection regulation
) is there a “golden” feature set for static warning identification?: an experimental evaluation,"Wang J., Wang S., Wang Q., ) Is there a “golden” feature set for static warning identification?: An experimental evaluation, In: Proceedings of the 12Th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM ’18)., (2018)"
predicting cyber risks through national vulnerability database,"Zhang S., Ou X., Caragea D., Predicting cyber risks through National Vulnerability Database, Inf. Secur. J., Global Perspective, 24, 4-6, pp. 194-206, (2015)"
literature review on vulnerability detection using nlp technology. corr abs/2104.11230,"Wu J., Literature review on vulnerability detection using NLP technology. CoRR abs/2104.11230, 2021"
flow-sensitive pointer analysis for millions of lines of code,"Hardekopf B., Lin C., Flow-sensitive pointer analysis for millions of lines of code, Proceedings of the 9th Annual IEEE/ACM International Symposium on Code Generation and Optimization (CGO’11), pp. 289-298, (2011)"
detecting integer overfow errors in java source code via machine learning,"Luo Y., Xu W., Xu D., Detecting Integer Overfow Errors in Java Source Code via Machine Learning, 2021 IEEE 33rd International Conference on Tools with Artifcial Intelligence (ICTAI), pp. 724-728, (2021)"
unsupervised learning of sentence embeddings using compositional n-gram features,"Pagliardini M., Gupta P., Jaggi M., Unsupervised learning of sentence embeddings using compositional n-gram features, Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers), pp. 528-540, (2018)"
rule-based detection of design patterns in program code,"Alnusair A., Zhao T., Yan G., Rule-based detection of design patterns in program code, Int. J. Softw. Tools Technol. Transf., 16, 3, pp. 315-334, (2014)"
interprocedural path-sensitive resource leaks detection for c programs,"Ji X., Yang J., Xu J., Feng L., Li X., Interprocedural path-sensitive resource leaks detection for c programs, Proceedings of the Fourth Asia-Pacific Symposium on Internetware, Internetware 2012, pp. 191-199, (2012)"
deepfix: fixing common c language errors by deep learning,"Gupta R., Pal S., Kanade A., Shevade S., DeepFix: Fixing Common C Language Errors by Deep Learning, Proceedings of the AAAI, pp. 1345-1351, (2017)"
contest 1027c-military problem,Contest 1027C-Military Problem
enabling code transformations with fermat on simplified bytecode,"Pracner D., Budimac Z., Enabling code transformations with fermat on simplified bytecode, J Softw Evol Process, 29, 5, (2017)"
sentencepiece: a simple and language independent subword tokenizer and detokenizer for neural text processing,"Kudo T., Richardson J., SentencePiece: A simple and language independent subword tokenizer and detokenizer for Neural Text Processing, Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing: System Demonstrations., pp. 66-71, (2018)"
using k-core decomposition on class dependency networks to improve bug prediction model's practical performance,"Qu Y., Zheng Q., Chi J., Jin Y., He A., Cui D., Zhang H., Liu T., Using K-core decomposition on class dependency networks to improve bug prediction model's practical performance, IEEE Trans. Softw. Eng., 47, 2, pp. 348-366, (2019)"
source code quality classification based on software metrics,"Vytovtov P., Markov E., Source code quality classification based on software metrics, FRUCT, 20"
on the use of dependabot security pull requests,"Alfadel M., Costa D.E., Shihab E., Mkhallalati M., On the Use of Dependabot Security Pull Requests, IEEE/ACM 18th International Conference on Mining Software Repositories (MSR), pp. 254-265, (2021)"
a convolutional attention network for extreme summarization of source code,"Allamanis M., Peng H., Sutton C., A Convolutional Attention Network for Extreme Summarization of Source Code, Proceedings of the International Conference on Machine Learning, (2016)"
a convolutional neural network for language-agnostic source code summarization,"Moore J., Gelman B., Slater D., A convolutional neural network for language-Agnostic source code summarization, Proceedings of the 14th International Conference on Evaluation of Novel Approaches to Software Engineering, 1, pp. 15-26, (2019)"
hypercomplex graph collaborative filtering,"Li A., Yang B., Huo H., Hussain F., Hypercomplex Graph Collaborative Filtering, WWW, pp. 1914-1922, (2022)"
the comparison ofword embedding techniques in rnns for vulnerability detection,"Ngoc Nguyen H., Teerakanok S., Inomata A., Uehara T., The Comparison ofWord Embedding Techniques in RNNs for Vulnerability Detection, ICISSP, pp. 109-120, (2021)"
cpgva: code property graph based vulnerability analysis by deep learning,"Xiaomeng W., Tao Z., Runpu W., Wei X., Changyu H., Cpgva: Code property graph based vulnerability analysis by deep learning, 2018 10th International Conference on Advanced Infocomm Technology (ICAIT), pp. 184-188, (2018)"
visualizing textual redundancy in legacy source,"Howard Johnson J., Visualizing textual redundancy in legacy source, Proceedings of the 1994 Conference of the Centre for Advanced Studies on Collaborative Research (CASCON’94), (1994)"
national vulnerability database (nvd),The National Vulnerability Database (NVD)
a survey of loss functions for semantic segmentation,"Jadon S., A survey of loss functions for semantic segmentation, 2020 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB), (2020)"
labelencoder,"LabelEncoder, (2011)"
2018. multi-task learning using uncertainty to weigh losses for scene geometry and semantics,"Kendall A., Gal Y., Cipolla R., 2018. Multi-Task learning using uncertainty to weigh losses for scene geometry and semantics, Proceedings of the Ieee Conference on Computer Vision and Pattern Recognition, pp. 7482-7491"
the seahorn verification framework,"Gurfinkel A., Kahsai T., Komuravelli A., Navas J.A., The SeaHorn verification framework, CAV, LNCS, 9206, pp. 343-361, (2015)"
securetf: a secure tensorflow framework,"Quoc D.L., Gregor F., Arnautov S., Kunkel R., Bhatotia P., Fetzer C., secureTF: a secure tensorflow framework, (2021)"
gan-enabled code embedding for reentrant vulnerabilities detection,"Zhao H., Su P., Wei Y., Gai K., Qiu M., Gan-enabled code embedding for reentrant vulnerabilities detection, Knowledge Science, Engineering and Management, pp. 585-597, (2021)"
nltk: the natural language toolkit in proceedings of the acl 2004 on interactive poster and demonstration sessions,"Steven B., NLTK: The Natural Language Toolkit in Proceedings of The ACL 2004 on Interactive Poster and Demonstration Sessions, (2004)"
where should the bugs be fixed?-more accurate information retrieval-based bug localization based on bug reports,"Zhou J., Zhang H., Lo D., Where should the bugs be fixed?-more accurate information retrieval-based bug localization based on bug reports, pp. 14-24, (2012)"
a low-cost approximate minimal hitting set algorithm and its application to model-based diagnosis,"A low-cost approximate minimal hitting set algorithm and its application to model-based diagnosis, Proceedings of the Eight Symposium on Abstraction, Reformulation, and Approximation., (2009)"
an efficient framework for learning sentence representations,"Logeswaran L., Honglak L., An efficient framework for learning sentence representations, (2018)"
doubletake: fast and precise error detection via evidence-based dynamic analysis,"Liu T., Curtsinger C., Berger E.D., Doubletake: Fast and precise error detection via evidence-based dynamic analysis, Proceedings of the 38th International Conference on Software Engineering, ICSE 2016, pp. 911-922, (2016)"
cross-platform binary code similarity detection based on nmt and graph embedding,"Zhu X., Jiang L., Chen Z., Cross-platform binary code similarity detection based on nmt and graph embedding, Mathematical Biosciences and Engineering, 18, 5, pp. 4528-4551, (2021)"
improving vulnerability remediation through better exploit prediction[j],"Jacobs J., Romanosky S., Adjerid I., Baker W., Improving vulnerability remediation through better exploit prediction[J], J. Cybersecur., 6, 1, (2020)"
devign: effective vulnerability identification by learning comprehensive program semantics via graph neural networks. proceedings of the 33rd international conference on neural information processing systems,"Zhou Y., Liu S., Siow J., Du X., Liu Y., Devign: Effective vulnerability identification by learning comprehensive program semantics via graph neural networks. Proceedings of the 33rd International Conference on Neural Information Processing Systems, vol. 32"
kernels for structured data,""
experimentation in software engineering,"Wohlin C., Runeson P., Host M., Ohlsson M. C., Regnell B., Wesslen A., Experimentation in software engineering, (2012)"
a practical guide for using statistical tests to assess randomized algorithms in software engineering,"Arcuri A., Briand L., A practical guide for using statistical tests to assess randomized algorithms in software engineering, Proc. 33rd Int. Conf. Softw. Eng., pp. 1-10, (2011)"
a comparative analysis of the efficiency of change metrics and static code attributes for defect prediction,"Moser R., Pedrycz W., Succi G., A comparative analysis of the efficiency of change metrics and static code attributes for defect prediction, Proceedings of the 30th international conference on Software engineering, pp. 181-190, (2008)"
coset: a benchmark for evaluating neural program embeddings,"Wang K., Christodorescu M., COSET: A Benchmark for Evaluating Neural Program Embeddings, (2019)"
understanding and monitoring embedded web scripts,"Zhou Y., Evans D., Understanding and monitoring embedded web scripts, 2015 IEEE Symposium on Security and Privacy, pp. 850-865, (2015)"
improving vulnerability inspection efficiency using active learning,"Yu Z., Theisen C., Williams L., Menzies T., Improving vulnerability inspection efficiency using active learning, IEEE Trans. Softw. Eng., (2019)"
experimental evaluation of train and test split strategies in link prediction,"de Bruin G., Veenman C., van den Herik H., Takes F., Experimental evaluation of train and test split strategies in link prediction, Complex Networks & their Applications IX - Volume 2, Proceedings of the Ninth International Conference on Complex Networks and their Applications, COMPLEX NETWORKS 2020, 1-3 December 2020, Madrid, Spain, Studies in Computational Intelligence, 944, pp. 79-91, (2020)"
elementrank: ranking java software classes and packages using a multilayer complex network-based approach,"Pan W., Ming H., Chang C.K., Yang Z., Kim D., ElementRank: Ranking Java software classes and packages using a multilayer complex network-based approach, IEEE Trans. Softw. Eng., 47, 10, pp. 2272-2295, (2021)"
user-guided program reasoning using bayesian inference,"Raghothaman M., Kulkarni S., Heo K., Naik M., User-guided program reasoning using bayesian inference, : Proceedings of the 39Th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI 2018)., pp. 722-735, (2018)"
improving stack overflow question title generation with copying enhanced codebert model and bi-modal information,"Zhang F., Yu X., Keung J., Li F., Xie Z., Yang Z., Ma C., Zhang Z., Improving Stack Overflow question title generation with copying enhanced CodeBERT model and bi-modal information, Inf. Softw. Technol., 148, (2022)"
1600 faults in 100 projects: automatically finding faults while achieving high coverage with evosuite,"Fraser G., Arcuri A., 1600 Faults in 100 Projects: Automatically Finding Faults While Achieving High Coverage with EvoSuite, Empirical Softw. Engg., 20, 3, pp. 611-639, (2015)"
named entity recognition as dependency parsing,"Yu J., Bohnet B., Poesio M., Named entity recognition as dependency parsing, Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 6470-6476, (2020)"
misim: an end-to-end neural code similarity system,"Ye F., Zhou S., Venkat A., Marcus R., Tatbul N., Jahan Tithi J., Petersen P., Mattson T.G., Kraska T., Dubey P., Sarkar V., Gottschlich J., MISIM: An end-to-end neural code similarity system, CoRR, (2020)"
sequence to sequence learning with neural networks,"Sutskever I., Vinyals O., Le Q.V., Sequence to sequence learning with neural networks, Proceedings of the 27th international conference on neural information processing systems, 2, pp. 3104-3112, (2014)"
detecting and removing web application vulnerabilities with static analysis and data mining,"Medeiros I., Neves N., Correia M., Detecting and removing web application vulnerabilities with static analysis and data mining, IEEE Trans. Reliab, 65, pp. 54-69, (2015)"
adaptive subgradient methods for online learning and stochastic optimization,"Duchi J., Hazan E., Singer Y., Adaptive subgradient methods for online learning and stochastic optimization, J Mach Learn Res, 12, pp. 2121-2159, (2011)"
an extended benchmark system of word embedding methods for vulnerability detection,"Nguyen N.H., Nguyen V.H., Uehara T., An extended benchmark system of word embedding methods for vulnerability detection, Proc. 4th Int. Conf. Future Netw. Distrib. Syst. (ICFNDS), pp. 1-8, (2020)"
a novel deep-learning-based bug severity classification technique using convolutional neural networks and random forest with boosting[j],"Kukkar A., Mohana R., Nayyar A., Et al., A novel deep-learning-based bug severity classification technique using convolutional neural networks and random forest with boosting[J], Sensors, 19, 13, (2019)"
as per the paper open vocabulary learning on source code with a graph-structured cache,As per the Paper Open Vocabulary Learning on Source Code with a Graph-Structured Cache
facoy: a code-to-code search engine,"Kim K., Kim D., Bissyande T.F., Choi E., Li L., Klein J., Le Traon Y., FaCoY: A code-To-code search engine, Proceedings of the 40th International Conference on Software Engineering, ICSE 2018, pp. 946-957, (2018)"
towards using visual,"Mi Q., Hao Y., Ou L., Ma W., Towards using visual, semantic and structural features to improve code readability classification, J Syst Softw, 193, (2022)"
noise-contrastive estimation of unnormalized statistical models,"Gutmann M.U., Hyvarinen A., Noise-contrastive estimation of unnormalized statistical models, with applications to natural image statistics, J. Mach. Learn. Res., 13, 2, (2012)"
combining program analysis and statistical language model for code statement completion,"Nguyen S., Nguyen T., Li Y., Wang S., Combining program analysis and statistical language model for code statement completion, 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, pp. 710-721, (2019)"
neural factorization machines for sparse predictive analytics,"He X., Chua T., Neural factorization machines for sparse predictive analytics, Proceedings of the 40th International, (2017)"
text summarization method based on double attention pointer network,"Li Z., Peng Z., Tang S., Zhang C., Ma H., Text summarization method based on double attention pointer network, IEEE Access, 8, pp. 11279-11288, (2020)"
under-constrained symbolic execution: correctness checking for real code,"Ramos D.A., Engler D., Under-constrained symbolic execution: Correctness checking for real code, Proc. 24th Usenix Secur. Symp. (USENIX Secur.), pp. 49-64, (2015)"
empirical comparison of three metrics suites for fault prediction in packages of object-oriented systems: a case study of eclipse,"Elish M.O., Al-Yafei A.H., Al-Mulhem M., Empirical comparison of three metrics suites for fault prediction in packages of object-oriented systems: A case study of Eclipse, Adv. Eng. Softw., 42, 10, pp. 852-859, (2011)"
investigating instability architectural smells evolution: an exploratory case study,"Sas D., Avgeriou P., Fontana F.A., Investigating instability architectural smells evolution: an exploratory case study, 2019 IEEE International Conference on software maintenance and evolution (ICSME), pp. 557-567, (2019)"
automated software transplantation,"Barr E.T., Harman M., Jia Y., Marginean A., Petke J., Automated software transplantation, International Symposium on Software Testing and Analysis (ISSTA), (2015)"
learning deep architectures for ai,"Bengio Y., Et al., Learning deep architectures for ai, Foundations and Trends in Machine Learning, 2, 1, pp. 1-127, (2009)"
an industrial evaluation of unit test generation: finding real faults in a financial application,"Almasi M.M., Hemmati H., Fraser G., Arcuri A., Benefelds J., An Industrial Evaluation of Unit Test Generation: Finding Real Faults in a Financial Application, 2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice Track (ICSE-SEIP), pp. 263-272, (2017)"
a learning rule for asynchronous perceptrons with feedback in a combinatorial environment,"Almeida L.B., A learning rule for asynchronous perceptrons with feedback in a combinatorial environment, Artificial Neural Networks: Concept Learning, pp. 102-111, (1990)"
reproduction package for msr double-blind review.,"Reproduction Package for MSR Double-blind Review., (2022)"
supporting continuous integration by code-churn based test selection,"Knauss E., Staron M., Meding W., Soder O., Nilsson A., Castell M., Supporting continuous integration by code-churn based test selection, 2015 IEEE/ACM 2Nd International Workshop on Rapid Continuous Software Engineering, pp. 19-25, (2015)"
on applying machine learning techniques for design pattern detection,"Zanoni M., Fontana F.A., Stella F., On applying machine learning techniques for design pattern detection, J. Syst. Softw., 103, pp. 102-117, (2015)"
identifying vulnerable github repositories and users in scientific cyberinfrastructure: an unsupervised graph embedding approach,"Lazarine B., Samtani S., Patton M., Zhu H., Ullman S., Ampel B., Chen H., Identifying Vulnerable Github Repositories And Users In Scientific Cyberinfrastructure: An Unsupervised Graph Embedding Approach, 2020 IEEE International Conference on Intelligence and Security Informatics (ISI), pp. 1-6, (2020)"
constructing the call graph of a program,"Ryder B.G., Constructing the call graph of a program, Software Engineering, 3, pp. 216-226, (1979)"
coupling and cohesion as modularization drivers: are we being over-persuaded?,"Abreu F.B.E., Goul Ao M., Coupling and cohesion as modularization drivers: Are we being over-persuaded?, Proc. 5th Conf. Softw. Maintenance Reengineering, pp. 47-57, (2001)"
multilayer perceptron: architecture optimization and training with mixed activation functions,"Ramchoun H., Janati Idrissi M.A., Ghanou Y., Ettaouil M., Multilayer perceptron: Architecture optimization and training with mixed activation functions, Proceedings of the 2nd International Conference on Big Data, Cloud and Applications (BDCA’17), (2017)"
kernel methods for pattern analysis,"Shawe-Taylor J., Cristianini N., Kernel methods for pattern analysis, (2004)"
learning to map source code to software vulnerability using code-as-a-graph,"Suneja S., Zheng Y., Zhuang Y., Laredo J., Morari A., Learning to map source code to software vulnerability using code-as-a-graph, Icst, pp. 1-8, (2019)"
deep learning in neural networks: an overview,"Schmidhuber J., Deep learning in neural networks: An overview, Neural networks, (2015)"
p-companion: a principled framework for diversified complementary product recommendation,"Hao J., Zhao T., Li J., Luna Dong X., Faloutsos C., Sun Y., Wang W., P-companion: A principled framework for diversified complementary product recommendation, CIKM, pp. 2517-2524, (2020)"
evaluating static analysis defect warnings on production software,"Ayewah N., Pugh W., David Morgenthaler J., Penix J., Zhou Y., Evaluating static analysis defect warnings on production software, Proceedings of the 7th ACM SIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering, pp. 1-8, (2007)"
spec cpu2000: measuring cpu performance in the new millennium,"John L.H., Spec cpu2000: Measuring cpu performance in the new millennium, Computer, 33, 7, pp. 28-35, (2000)"
combating architectural degeneration: a survey,"Hochstein L., Lindvall M., Combating architectural degeneration: A survey, Inf. Softw. Technol., 47, 10, pp. 643-656, (2005)"
apt: a data structure for optimal control dependence computation,"Pingali K., Bilardi G., APT: A data structure for optimal control dependence computation, Proceedings of the ACM SIGPLAN 1995 Conference on Programming Language Design and Implementation (PLDI’95), pp. 32-46, (1995)"
learning binary code with deep learning to detect software weakness,"Lee Y.J., Choi S.-H., Kim C., Lim S.-H., Park K.-W., Learning binary code with deep learning to detect software weakness, KSII the 9th International Conference on Internet (ICON!) 2017 Symposium, (2017)"
hypersql database,"Hypersql Database, (2021)"
learning from source code history to identify performance failures,"Sandoval Alcocer J.P., Bergel A., Valente M.T., Learning from source code history to identify performance failures, ICPE. Association for Computing Machinery, (2016)"
patterns in the chaos-a study of performance variation and predictability in public iaas clouds,"Leitner P., Cito J., Patterns in the Chaos-a study of performance variation and predictability in public IaaS clouds, ACM TOIT, 16, 3, pp. 1-15, (2016)"
an incremental algorithm for maintaining the dominator tree of a reducible flowgraph,"Ramalingam G., Reps T., An incremental algorithm for maintaining the dominator tree of a reducible flowgraph, Proc. 21st ACM SIGPLAN-SIGACT Symp. Princ. Program. Lang., pp. 287-296, (1994)"
codewebs: scalable homework search for massive open online programming courses,"NGUYEN A., PIECH C., HUANG J., GUIBAS L., Codewebs: Scalable homework search for massive open online programming courses, Proceedings of the 23rd International Conference on World Wide Web, pp. 491-502, (2014)"
tensor decompositions and applications,"Kolda T.G., Bader B.W., Tensor decompositions and applications, SIAM Rev., 51, 3, pp. 455-500, (2009)"
programl: graph-based deep learning for program optimization and analysis,"Cummins C., Fisches Z.V., Ben-Nun T., Hoefler T., Leather H., ProGraML: Graph-based Deep Learning for Program Optimization and Analysis, (2020)"
sourcerer: mining and searching internet-scale software repositories,"Linstead E., Bajracharya S., Ngo T., Rigor P., Lopes C., Baldi P., Sourcerer: Mining and searching internet-scale software repositories, Data Mining Knowl. Discovery, 18, 2, pp. 300-336, (2009)"
metapath-and entity-aware graph neural network for recommendation. arxiv e-prints,"Han Z., Et al., Metapath-and entity-aware graph neural network for recommendation. arXiv e-prints, Arxiv-2010, (2020)"
quantifying the vanishing gradient and long distance dependency problem in recursive neural networks and recursive lstms,"Le P., Zuidema W.H., Quantifying the vanishing gradient and long distance dependency problem in recursive neural networks and recursive LSTMs, Proceedings of the 1st Workshop on Representation Learning for NLP, Rep4NLP@ACL 2016, pp. 87-93, (2016)"
feature-dependent graph convolutional autoencoders with adversarial training methods,"Wu D., Hu R., Zheng Y., Jiang J., Sharma N., Blumenstein M., Feature-Dependent Graph Convolutional Autoencoders with Adversarial Training Methods, 2019 International Joint Conference on Neural Networks (IJCNN)., pp. 1-8, (2019)"
automated code review tools for security,"McGraw G., Automated code review tools for security, Computer, 41, 12, pp. 108-111, (2008)"
automated security analysis of dynamic web applications through symbolic code execution,"Agosta G., Barenghi A., Parata A., Pelosi G., Automated security analysis of dynamic web applications through symbolic code execution, pp. 189-194, (2012)"
revisiting frank-wolfe: projection-free sparse convex optimization,"Jaggi M., Revisiting Frank-Wolfe: Projection-free sparse convex optimization, 30th International Conference on Machine Learning, pp. 427-435, (2013)"
the social network of java classes,"Puppin D., Silvestri F., The social network of java classes, Proc. ACM Symp. Appl. Comput., pp. 1409-1413, (2006)"
detection strategies: metrics-based rules for detecting design flaws,"Marinescu R., Detection strategies: Metrics-based rules for detecting design flaws, 20th IEEE International Conference on Software Maintenance, pp. 350-359, (2004)"
codeforces: online programming competition,Codeforces: Online Programming Competition
